id,name,town,county,vid,tid,cid,icid,itid,ivid,code
10008090-012,武登村,魚池鄉,南投縣,012,10008090,10008,NAN,NAN-090,NAN-090-012,A0809-012-00
10008090-013,日月村,魚池鄉,南投縣,013,10008090,10008,NAN,NAN-090,NAN-090-013,A0809-013-00
10008100-001,國姓村,國姓鄉,南投縣,001,10008100,10008,NAN,NAN-100,NAN-100-001,A0810-001-00
10008100-002,石門村,國姓鄉,南投縣,002,10008100,10008,NAN,NAN-100,NAN-100-002,A0810-002-00
10008100-003,大旗村,國姓鄉,南投縣,003,10008100,10008,NAN,NAN-100,NAN-100-003,A0810-003-00
10008100-004,北港村,國姓鄉,南投縣,004,10008100,10008,NAN,NAN-100,NAN-100-004,A0810-004-00
10008100-005,長流村,國姓鄉,南投縣,005,10008100,10008,NAN,NAN-100,NAN-100-005,A0810-005-00
10008100-006,長福村,國姓鄉,南投縣,006,10008100,10008,NAN,NAN-100,NAN-100-006,A0810-006-00
10008100-007,福龜村,國姓鄉,南投縣,007,10008100,10008,NAN,NAN-100,NAN-100-007,A0810-007-00
10008100-008,乾溝村,國姓鄉,南投縣,008,10008100,10008,NAN,NAN-100,NAN-100-008,A0810-008-00
10008100-009,柑林村,國姓鄉,南投縣,009,10008100,10008,NAN,NAN-100,NAN-100-009,A0810-009-00
10008100-010,北山村,國姓鄉,南投縣,010,10008100,10008,NAN,NAN-100,NAN-100-010,A0810-010-00
10008100-011,南港村,國姓鄉,南投縣,011,10008100,10008,NAN,NAN-100,NAN-100-011,A0810-011-00
10008100-012,大石村,國姓鄉,南投縣,012,10008100,10008,NAN,NAN-100,NAN-100-012,A0810-012-00
10008100-013,長豐村,國姓鄉,南投縣,013,10008100,10008,NAN,NAN-100,NAN-100-013,A0810-013-00
10008110-001,水里村,水里鄉,南投縣,001,10008110,10008,NAN,NAN-110,NAN-110-001,A0811-001-00
10008110-002,農富村,水里鄉,南投縣,002,10008110,10008,NAN,NAN-110,NAN-110-002,A0811-002-00
10008110-003,新城村,水里鄉,南投縣,003,10008110,10008,NAN,NAN-110,NAN-110-003,A0811-003-00
10008110-004,中央村,水里鄉,南投縣,004,10008110,10008,NAN,NAN-110,NAN-110-004,A0811-004-00
10008110-005,城中村,水里鄉,南投縣,005,10008110,10008,NAN,NAN-110,NAN-110-005,A0811-005-00
10008110-006,北埔村,水里鄉,南投縣,006,10008110,10008,NAN,NAN-110,NAN-110-006,A0811-006-00
10008110-007,鉅工村,水里鄉,南投縣,007,10008110,10008,NAN,NAN-110,NAN-110-007,A0811-007-00
10008110-008,永豐村,水里鄉,南投縣,008,10008110,10008,NAN,NAN-110,NAN-110-008,A0811-008-00
10008110-009,頂崁村,水里鄉,南投縣,009,10008110,10008,NAN,NAN-110,NAN-110-009,A0811-009-00
10008110-010,車埕村,水里鄉,南投縣,010,10008110,10008,NAN,NAN-110,NAN-110-010,A0811-010-00
10008110-011,新興村,水里鄉,南投縣,011,10008110,10008,NAN,NAN-110,NAN-110-011,A0811-011-00
10008110-012,新山村,水里鄉,南投縣,012,10008110,10008,NAN,NAN-110,NAN-110-012,A0811-012-00
10008110-013,郡坑村,水里鄉,南投縣,013,10008110,10008,NAN,NAN-110,NAN-110-013,A0811-013-00
10008110-014,上安村,水里鄉,南投縣,014,10008110,10008,NAN,NAN-110,NAN-110-014,A0811-014-00
10008110-015,民和村,水里鄉,南投縣,015,10008110,10008,NAN,NAN-110,NAN-110-015,A0811-015-00
10008110-016,永興村,水里鄉,南投縣,016,10008110,10008,NAN,NAN-110,NAN-110-016,A0811-016-00
10008110-017,玉峰村,水里鄉,南投縣,017,10008110,10008,NAN,NAN-110,NAN-110-017,A0811-017-00
10008110-018,興隆村,水里鄉,南投縣,018,10008110,10008,NAN,NAN-110,NAN-110-018,A0811-018-00
10008110-019,南光村,水里鄉,南投縣,019,10008110,10008,NAN,NAN-110,NAN-110-019,A0811-019-00
10008120-001,人和村,信義鄉,南投縣,001,10008120,10008,NAN,NAN-120,NAN-120-001,A0812-001-00
10008120-002,地利村,信義鄉,南投縣,002,10008120,10008,NAN,NAN-120,NAN-120-002,A0812-002-00
10008120-003,潭南村,信義鄉,南投縣,003,10008120,10008,NAN,NAN-120,NAN-120-003,A0812-003-00
10008120-004,明德村,信義鄉,南投縣,004,10008120,10008,NAN,NAN-120,NAN-120-004,A0812-004-00
10008120-005,愛國村,信義鄉,南投縣,005,10008120,10008,NAN,NAN-120,NAN-120-005,A0812-005-00
10008120-006,自強村,信義鄉,南投縣,006,10008120,10008,NAN,NAN-120,NAN-120-006,A0812-006-00
10008120-007,羅娜村,信義鄉,南投縣,007,10008120,10008,NAN,NAN-120,NAN-120-007,A0812-007-00
10008120-008,望美村,信義鄉,南投縣,008,10008120,10008,NAN,NAN-120,NAN-120-008,A0812-008-00
10008120-009,同富村,信義鄉,南投縣,009,10008120,10008,NAN,NAN-120,NAN-120-009,A0812-009-00
10008120-010,神木村,信義鄉,南投縣,010,10008120,10008,NAN,NAN-120,NAN-120-010,A0812-010-00
10008120-011,東埔村,信義鄉,南投縣,011,10008120,10008,NAN,NAN-120,NAN-120-011,A0812-011-00
10008120-012,雙龍村,信義鄉,南投縣,012,10008120,10008,NAN,NAN-120,NAN-120-012,A0812-012-00
10008120-013,新鄉村,信義鄉,南投縣,013,10008120,10008,NAN,NAN-120,NAN-120-013,A0812-013-00
10008120-014,豐丘村,信義鄉,南投縣,014,10008120,10008,NAN,NAN-120,NAN-120-014,A0812-014-00
10008130-001,法治村,仁愛鄉,南投縣,001,10008130,10008,NAN,NAN-130,NAN-130-001,A0813-001-00
10008130-002,中正村,仁愛鄉,南投縣,002,10008130,10008,NAN,NAN-130,NAN-130-002,A0813-002-00
10008130-003,互助村,仁愛鄉,南投縣,003,10008130,10008,NAN,NAN-130,NAN-130-003,A0813-003-00
10008130-004,新生村,仁愛鄉,南投縣,004,10008130,10008,NAN,NAN-130,NAN-130-004,A0813-004-00
10008130-005,力行村,仁愛鄉,南投縣,005,10008130,10008,NAN,NAN-130,NAN-130-005,A0813-005-00
10008130-006,發祥村,仁愛鄉,南投縣,006,10008130,10008,NAN,NAN-130,NAN-130-006,A0813-006-00
10008130-007,合作村,仁愛鄉,南投縣,007,10008130,10008,NAN,NAN-130,NAN-130-007,A0813-007-00
10008130-008,親愛村,仁愛鄉,南投縣,008,10008130,10008,NAN,NAN-130,NAN-130-008,A0813-008-00
10008130-009,大同村,仁愛鄉,南投縣,009,10008130,10008,NAN,NAN-130,NAN-130-009,A0813-009-00
10008130-010,南豐村,仁愛鄉,南投縣,010,10008130,10008,NAN,NAN-130,NAN-130-010,A0813-010-00
10008130-011,春陽村,仁愛鄉,南投縣,011,10008130,10008,NAN,NAN-130,NAN-130-011,A0813-011-00
10008130-012,精英村,仁愛鄉,南投縣,012,10008130,10008,NAN,NAN-130,NAN-130-012,A0813-012-00
10008130-013,萬豐村,仁愛鄉,南投縣,013,10008130,10008,NAN,NAN-130,NAN-130-013,A0813-013-00
10008130-014,榮興村,仁愛鄉,南投縣,014,10008130,10008,NAN,NAN-130,NAN-130-014,A0813-014-00
10008130-015,翠華村,仁愛鄉,南投縣,015,10008130,10008,NAN,NAN-130,NAN-130-015,A0813-015-00
10009010-001,忠孝里,斗六市,雲林縣,001,10009010,10009,YUN,YUN-010,YUN-010-001,A0901-001-00
10009010-002,仁愛里,斗六市,雲林縣,002,10009010,10009,YUN,YUN-010,YUN-010-002,A0901-002-00
10009010-003,信義里,斗六市,雲林縣,003,10009010,10009,YUN,YUN-010,YUN-010-003,A0901-003-00
10009010-004,四維里,斗六市,雲林縣,004,10009010,10009,YUN,YUN-010,YUN-010-004,A0901-004-00
10009010-005,太平里,斗六市,雲林縣,005,10009010,10009,YUN,YUN-010,YUN-010-005,A0901-005-00
10009010-006,中和里,斗六市,雲林縣,006,10009010,10009,YUN,YUN-010,YUN-010-006,A0901-006-00
10009010-007,光興里,斗六市,雲林縣,007,10009010,10009,YUN,YUN-010,YUN-010-007,A0901-007-00
10009010-008,三平里,斗六市,雲林縣,008,10009010,10009,YUN,YUN-010,YUN-010-008,A0901-008-00
10009010-009,八德里,斗六市,雲林縣,009,10009010,10009,YUN,YUN-010,YUN-010-009,A0901-009-00
10009010-010,鎮北里,斗六市,雲林縣,010,10009010,10009,YUN,YUN-010,YUN-010-010,A0901-010-00
10009010-011,龍潭里,斗六市,雲林縣,011,10009010,10009,YUN,YUN-010,YUN-010-011,A0901-011-00
10009010-012,鎮南里,斗六市,雲林縣,012,10009010,10009,YUN,YUN-010,YUN-010-012,A0901-012-00
10009010-013,林頭里,斗六市,雲林縣,013,10009010,10009,YUN,YUN-010,YUN-010-013,A0901-013-00
10009010-014,重光里,斗六市,雲林縣,014,10009010,10009,YUN,YUN-010,YUN-010-014,A0901-014-00
10009010-015,溝埧里,斗六市,雲林縣,015,10009010,10009,YUN,YUN-010,YUN-010-015,A0901-015-00
10009010-016,江厝里,斗六市,雲林縣,016,10009010,10009,YUN,YUN-010,YUN-010-016,A0901-016-00
10009010-017,三光里,斗六市,雲林縣,017,10009010,10009,YUN,YUN-010,YUN-010-017,A0901-017-00
10009010-018,崙峯里,斗六市,雲林縣,018,10009010,10009,YUN,YUN-010,YUN-010-018,A0901-018-00
10009010-019,嘉東里,斗六市,雲林縣,019,10009010,10009,YUN,YUN-010,YUN-010-019,A0901-019-00
10009010-020,久安里,斗六市,雲林縣,020,10009010,10009,YUN,YUN-010,YUN-010-020,A0901-020-00
10009010-021,長平里,斗六市,雲林縣,021,10009010,10009,YUN,YUN-010,YUN-010-021,A0901-021-00
10009010-022,保庄里,斗六市,雲林縣,022,10009010,10009,YUN,YUN-010,YUN-010-022,A0901-022-00
10009010-023,虎溪里,斗六市,雲林縣,023,10009010,10009,YUN,YUN-010,YUN-010-023,A0901-023-00
10009010-024,梅林里,斗六市,雲林縣,024,10009010,10009,YUN,YUN-010,YUN-010-024,A0901-024-00
10009010-025,湖山里,斗六市,雲林縣,025,10009010,10009,YUN,YUN-010,YUN-010-025,A0901-025-00
10009010-026,榴中里,斗六市,雲林縣,026,10009010,10009,YUN,YUN-010,YUN-010-026,A0901-026-00
10009010-027,榴北里,斗六市,雲林縣,027,10009010,10009,YUN,YUN-010,YUN-010-027,A0901-027-00
10009010-028,榴南里,斗六市,雲林縣,028,10009010,10009,YUN,YUN-010,YUN-010-028,A0901-028-00
10009010-029,溪洲里,斗六市,雲林縣,029,10009010,10009,YUN,YUN-010,YUN-010-029,A0901-029-00
10009010-030,長安里,斗六市,雲林縣,030,10009010,10009,YUN,YUN-010,YUN-010-030,A0901-030-00
10009010-031,十三里,斗六市,雲林縣,031,10009010,10009,YUN,YUN-010,YUN-010-031,A0901-031-00
10009010-032,鎮東里,斗六市,雲林縣,032,10009010,10009,YUN,YUN-010,YUN-010-032,A0901-032-00
10009010-033,鎮西里,斗六市,雲林縣,033,10009010,10009,YUN,YUN-010,YUN-010-033,A0901-033-00
10009010-034,公正里,斗六市,雲林縣,034,10009010,10009,YUN,YUN-010,YUN-010-034,A0901-034-00
10009010-035,社口里,斗六市,雲林縣,035,10009010,10009,YUN,YUN-010,YUN-010-035,A0901-035-00
10009010-036,公誠里,斗六市,雲林縣,036,10009010,10009,YUN,YUN-010,YUN-010-036,A0901-036-00
10009010-037,明德里,斗六市,雲林縣,037,10009010,10009,YUN,YUN-010,YUN-010-037,A0901-037-00
10009010-038,成功里,斗六市,雲林縣,038,10009010,10009,YUN,YUN-010,YUN-010-038,A0901-038-00
10009020-001,東仁里,斗南鎮,雲林縣,001,10009020,10009,YUN,YUN-020,YUN-020-001,A0902-001-00
10009020-002,西岐里,斗南鎮,雲林縣,002,10009020,10009,YUN,YUN-020,YUN-020-002,A0902-002-00
10009020-003,南昌里,斗南鎮,雲林縣,003,10009020,10009,YUN,YUN-020,YUN-020-003,A0902-003-00
10009020-004,北銘里,斗南鎮,雲林縣,004,10009020,10009,YUN,YUN-020,YUN-020-004,A0902-004-00
10009020-005,中天里,斗南鎮,雲林縣,005,10009020,10009,YUN,YUN-020,YUN-020-005,A0902-005-00
10009020-006,舊社里,斗南鎮,雲林縣,006,10009020,10009,YUN,YUN-020,YUN-020-006,A0902-006-00
10009020-007,林子里,斗南鎮,雲林縣,007,10009020,10009,YUN,YUN-020,YUN-020-007,A0902-007-00
10009020-008,石龜里,斗南鎮,雲林縣,008,10009020,10009,YUN,YUN-020,YUN-020-008,A0902-008-00
10009020-009,靖興里,斗南鎮,雲林縣,009,10009020,10009,YUN,YUN-020,YUN-020-009,A0902-009-00
10009020-010,新南里,斗南鎮,雲林縣,010,10009020,10009,YUN,YUN-020,YUN-020-010,A0902-010-00
10009020-011,阿丹里,斗南鎮,雲林縣,011,10009020,10009,YUN,YUN-020,YUN-020-011,A0902-011-00
10009020-012,將軍里,斗南鎮,雲林縣,012,10009020,10009,YUN,YUN-020,YUN-020-012,A0902-012-00
10009020-013,東明里,斗南鎮,雲林縣,013,10009020,10009,YUN,YUN-020,YUN-020-013,A0902-013-00
10009020-014,新光里,斗南鎮,雲林縣,014,10009020,10009,YUN,YUN-020,YUN-020-014,A0902-014-00
10009020-015,田頭里,斗南鎮,雲林縣,015,10009020,10009,YUN,YUN-020,YUN-020-015,A0902-015-00
10009020-016,明昌里,斗南鎮,雲林縣,016,10009020,10009,YUN,YUN-020,YUN-020-016,A0902-016-00
10009020-017,大東里,斗南鎮,雲林縣,017,10009020,10009,YUN,YUN-020,YUN-020-017,A0902-017-00
10009020-018,埤麻里,斗南鎮,雲林縣,018,10009020,10009,YUN,YUN-020,YUN-020-018,A0902-018-00
10009020-019,西伯里,斗南鎮,雲林縣,019,10009020,10009,YUN,YUN-020,YUN-020-019,A0902-019-00
10009020-020,新崙里,斗南鎮,雲林縣,020,10009020,10009,YUN,YUN-020,YUN-020-020,A0902-020-00
10009020-021,小東里,斗南鎮,雲林縣,021,10009020,10009,YUN,YUN-020,YUN-020-021,A0902-021-00
10009020-022,石溪里,斗南鎮,雲林縣,022,10009020,10009,YUN,YUN-020,YUN-020-022,A0902-022-00
10009030-001,中山里,虎尾鎮,雲林縣,001,10009030,10009,YUN,YUN-030,YUN-030-001,A0903-001-00
10009030-002,新興里,虎尾鎮,雲林縣,002,10009030,10009,YUN,YUN-030,YUN-030-002,A0903-002-00
10009030-003,東仁里,虎尾鎮,雲林縣,003,10009030,10009,YUN,YUN-030,YUN-030-003,A0903-003-00
10009030-004,公安里,虎尾鎮,雲林縣,004,10009030,10009,YUN,YUN-030,YUN-030-004,A0903-004-00
10009030-005,德興里,虎尾鎮,雲林縣,005,10009030,10009,YUN,YUN-030,YUN-030-005,A0903-005-00
10009030-006,西安里,虎尾鎮,雲林縣,006,10009030,10009,YUN,YUN-030,YUN-030-006,A0903-006-00
10009030-007,安慶里,虎尾鎮,雲林縣,007,10009030,10009,YUN,YUN-030,YUN-030-007,A0903-007-00
10009030-008,平和里,虎尾鎮,雲林縣,008,10009030,10009,YUN,YUN-030,YUN-030-008,A0903-008-00
10009030-009,興南里,虎尾鎮,雲林縣,009,10009030,10009,YUN,YUN-030,YUN-030-009,A0903-009-00
10009030-010,新吉里,虎尾鎮,雲林縣,010,10009030,10009,YUN,YUN-030,YUN-030-010,A0903-010-00
10009030-011,穎川里,虎尾鎮,雲林縣,011,10009030,10009,YUN,YUN-030,YUN-030-011,A0903-011-00
10009030-012,延平里,虎尾鎮,雲林縣,012,10009030,10009,YUN,YUN-030,YUN-030-012,A0903-012-00
10009030-013,三合里,虎尾鎮,雲林縣,013,10009030,10009,YUN,YUN-030,YUN-030-013,A0903-013-00
10009030-014,北溪里,虎尾鎮,雲林縣,014,10009030,10009,YUN,YUN-030,YUN-030-014,A0903-014-00
10009030-015,墾地里,虎尾鎮,雲林縣,015,10009030,10009,YUN,YUN-030,YUN-030-015,A0903-015-00
10009030-016,西屯里,虎尾鎮,雲林縣,016,10009030,10009,YUN,YUN-030,YUN-030-016,A0903-016-00
10009030-017,芳草里,虎尾鎮,雲林縣,017,10009030,10009,YUN,YUN-030,YUN-030-017,A0903-017-00
10009030-018,埒內里,虎尾鎮,雲林縣,018,10009030,10009,YUN,YUN-030,YUN-030-018,A0903-018-00
10009030-019,堀頭里,虎尾鎮,雲林縣,019,10009030,10009,YUN,YUN-030,YUN-030-019,A0903-019-00
10009030-020,安溪里,虎尾鎮,雲林縣,020,10009030,10009,YUN,YUN-030,YUN-030-020,A0903-020-00
10009030-021,興中里,虎尾鎮,雲林縣,021,10009030,10009,YUN,YUN-030,YUN-030-021,A0903-021-00
10009030-022,廉使里,虎尾鎮,雲林縣,022,10009030,10009,YUN,YUN-030,YUN-030-022,A0903-022-00
10009030-023,惠來里,虎尾鎮,雲林縣,023,10009030,10009,YUN,YUN-030,YUN-030-023,A0903-023-00
10009030-024,頂溪里,虎尾鎮,雲林縣,024,10009030,10009,YUN,YUN-030,YUN-030-024,A0903-024-00
10009030-025,中溪里,虎尾鎮,雲林縣,025,10009030,10009,YUN,YUN-030,YUN-030-025,A0903-025-00
10009030-026,下溪里,虎尾鎮,雲林縣,026,10009030,10009,YUN,YUN-030,YUN-030-026,A0903-026-00
10009030-027,建國里,虎尾鎮,雲林縣,027,10009030,10009,YUN,YUN-030,YUN-030-027,A0903-027-00
10009030-028,立仁里,虎尾鎮,雲林縣,028,10009030,10009,YUN,YUN-030,YUN-030-028,A0903-028-00
10009030-029,東屯里,虎尾鎮,雲林縣,029,10009030,10009,YUN,YUN-030,YUN-030-029,A0903-029-00
10009040-001,振興里,西螺鎮,雲林縣,001,10009040,10009,YUN,YUN-040,YUN-040-001,A0904-001-00
10009040-002,大園里,西螺鎮,雲林縣,002,10009040,10009,YUN,YUN-040,YUN-040-002,A0904-002-00
10009040-003,廣福里,西螺鎮,雲林縣,003,10009040,10009,YUN,YUN-040,YUN-040-003,A0904-003-00
10009040-004,正興里,西螺鎮,雲林縣,004,10009040,10009,YUN,YUN-040,YUN-040-004,A0904-004-00
10009040-005,永安里,西螺鎮,雲林縣,005,10009040,10009,YUN,YUN-040,YUN-040-005,A0904-005-00
10009040-006,中和里,西螺鎮,雲林縣,006,10009040,10009,YUN,YUN-040,YUN-040-006,A0904-006-00
10009040-007,福興里,西螺鎮,雲林縣,007,10009040,10009,YUN,YUN-040,YUN-040-007,A0904-007-00
10009040-008,光華里,西螺鎮,雲林縣,008,10009040,10009,YUN,YUN-040,YUN-040-008,A0904-008-00
10009040-009,中興里,西螺鎮,雲林縣,009,10009040,10009,YUN,YUN-040,YUN-040-009,A0904-009-00
10009040-010,漢光里,西螺鎮,雲林縣,010,10009040,10009,YUN,YUN-040,YUN-040-010,A0904-010-00
10009040-011,新安里,西螺鎮,雲林縣,011,10009040,10009,YUN,YUN-040,YUN-040-011,A0904-011-00
10009040-012,新豐里,西螺鎮,雲林縣,012,10009040,10009,YUN,YUN-040,YUN-040-012,A0904-012-00
10009040-013,詔安里,西螺鎮,雲林縣,013,10009040,10009,YUN,YUN-040,YUN-040-013,A0904-013-00
10009040-014,河南里,西螺鎮,雲林縣,014,10009040,10009,YUN,YUN-040,YUN-040-014,A0904-014-00
10009040-015,安定里,西螺鎮,雲林縣,015,10009040,10009,YUN,YUN-040,YUN-040-015,A0904-015-00
10009040-016,福田里,西螺鎮,雲林縣,016,10009040,10009,YUN,YUN-040,YUN-040-016,A0904-016-00
10009040-017,大新里,西螺鎮,雲林縣,017,10009040,10009,YUN,YUN-040,YUN-040-017,A0904-017-00
10009040-018,埤頭里,西螺鎮,雲林縣,018,10009040,10009,YUN,YUN-040,YUN-040-018,A0904-018-00
10009040-019,東興里,西螺鎮,雲林縣,019,10009040,10009,YUN,YUN-040,YUN-040-019,A0904-019-00
10009040-020,廣興里,西螺鎮,雲林縣,020,10009040,10009,YUN,YUN-040,YUN-040-020,A0904-020-00
10009040-021,鹿場里,西螺鎮,雲林縣,021,10009040,10009,YUN,YUN-040,YUN-040-021,A0904-021-00
10009040-022,頂湳里,西螺鎮,雲林縣,022,10009040,10009,YUN,YUN-040,YUN-040-022,A0904-022-00
10009040-023,下湳里,西螺鎮,雲林縣,023,10009040,10009,YUN,YUN-040,YUN-040-023,A0904-023-00
10009040-024,九隆里,西螺鎮,雲林縣,024,10009040,10009,YUN,YUN-040,YUN-040-024,A0904-024-00
10009040-025,吳厝里,西螺鎮,雲林縣,025,10009040,10009,YUN,YUN-040,YUN-040-025,A0904-025-00
10009040-026,七座里,西螺鎮,雲林縣,026,10009040,10009,YUN,YUN-040,YUN-040-026,A0904-026-00
10009040-027,公舘里,西螺鎮,雲林縣,027,10009040,10009,YUN,YUN-040,YUN-040-027,A0904-027-00
10009050-001,忠正里,土庫鎮,雲林縣,001,10009050,10009,YUN,YUN-050,YUN-050-001,A0905-001-00
10009050-002,順天里,土庫鎮,雲林縣,002,10009050,10009,YUN,YUN-050,YUN-050-002,A0905-002-00
10009050-003,宮北里,土庫鎮,雲林縣,003,10009050,10009,YUN,YUN-050,YUN-050-003,A0905-003-00
10009050-004,越港里,土庫鎮,雲林縣,004,10009050,10009,YUN,YUN-050,YUN-050-004,A0905-004-00
10009050-005,溪邊里,土庫鎮,雲林縣,005,10009050,10009,YUN,YUN-050,YUN-050-005,A0905-005-00
10009050-006,興新里,土庫鎮,雲林縣,006,10009050,10009,YUN,YUN-050,YUN-050-006,A0905-006-00
10009050-007,奮起里,土庫鎮,雲林縣,007,10009050,10009,YUN,YUN-050,YUN-050-007,A0905-007-00
10009050-008,埤腳里,土庫鎮,雲林縣,008,10009050,10009,YUN,YUN-050,YUN-050-008,A0905-008-00
10009050-009,大荖里,土庫鎮,雲林縣,009,10009050,10009,YUN,YUN-050,YUN-050-009,A0905-009-00
10009050-010,石廟里,土庫鎮,雲林縣,010,10009050,10009,YUN,YUN-050,YUN-050-010,A0905-010-00
10009050-011,東平里,土庫鎮,雲林縣,011,10009050,10009,YUN,YUN-050,YUN-050-011,A0905-011-00
10009050-012,南平里,土庫鎮,雲林縣,012,10009050,10009,YUN,YUN-050,YUN-050-012,A0905-012-00
10009050-013,北平里,土庫鎮,雲林縣,013,10009050,10009,YUN,YUN-050,YUN-050-013,A0905-013-00
10009050-014,西平里,土庫鎮,雲林縣,014,10009050,10009,YUN,YUN-050,YUN-050-014,A0905-014-00
10009050-015,後埔里,土庫鎮,雲林縣,015,10009050,10009,YUN,YUN-050,YUN-050-015,A0905-015-00
10009050-016,崙內里,土庫鎮,雲林縣,016,10009050,10009,YUN,YUN-050,YUN-050-016,A0905-016-00
10009050-017,新庄里,土庫鎮,雲林縣,017,10009050,10009,YUN,YUN-050,YUN-050-017,A0905-017-00
10009060-001,東陽里,北港鎮,雲林縣,001,10009060,10009,YUN,YUN-060,YUN-060-001,A0906-001-00
10009060-002,光民里,北港鎮,雲林縣,002,10009060,10009,YUN,YUN-060,YUN-060-002,A0906-002-00
10009060-003,東華里,北港鎮,雲林縣,003,10009060,10009,YUN,YUN-060,YUN-060-003,A0906-003-00
10009060-004,南安里,北港鎮,雲林縣,004,10009060,10009,YUN,YUN-060,YUN-060-004,A0906-004-00
10009060-005,中和里,北港鎮,雲林縣,005,10009060,10009,YUN,YUN-060,YUN-060-005,A0906-005-00
10009060-006,義民里,北港鎮,雲林縣,006,10009060,10009,YUN,YUN-060,YUN-060-006,A0906-006-00
10009060-007,共榮里,北港鎮,雲林縣,007,10009060,10009,YUN,YUN-060,YUN-060-007,A0906-007-00
10009060-008,西勢里,北港鎮,雲林縣,008,10009060,10009,YUN,YUN-060,YUN-060-008,A0906-008-00
10009060-009,仁和里,北港鎮,雲林縣,009,10009060,10009,YUN,YUN-060,YUN-060-009,A0906-009-00
10009060-010,賜福里,北港鎮,雲林縣,010,10009060,10009,YUN,YUN-060,YUN-060-010,A0906-010-00
10009060-011,公舘里,北港鎮,雲林縣,011,10009060,10009,YUN,YUN-060,YUN-060-011,A0906-011-00
10009060-012,大同里,北港鎮,雲林縣,012,10009060,10009,YUN,YUN-060,YUN-060-012,A0906-012-00
10009060-013,仁安里,北港鎮,雲林縣,013,10009060,10009,YUN,YUN-060,YUN-060-013,A0906-013-00
10009060-014,華勝里,北港鎮,雲林縣,014,10009060,10009,YUN,YUN-060,YUN-060-014,A0906-014-00
10009060-015,光復里,北港鎮,雲林縣,015,10009060,10009,YUN,YUN-060,YUN-060-015,A0906-015-00
10009060-016,新街里,北港鎮,雲林縣,016,10009060,10009,YUN,YUN-060,YUN-060-016,A0906-016-00
10009060-017,劉厝里,北港鎮,雲林縣,017,10009060,10009,YUN,YUN-060,YUN-060-017,A0906-017-00
10009060-018,府番里,北港鎮,雲林縣,018,10009060,10009,YUN,YUN-060,YUN-060-018,A0906-018-00
10009060-019,草湖里,北港鎮,雲林縣,019,10009060,10009,YUN,YUN-060,YUN-060-019,A0906-019-00
10009060-020,溝皂里,北港鎮,雲林縣,020,10009060,10009,YUN,YUN-060,YUN-060-020,A0906-020-00
10009060-021,後溝里,北港鎮,雲林縣,021,10009060,10009,YUN,YUN-060,YUN-060-021,A0906-021-00
10009060-022,番溝里,北港鎮,雲林縣,022,10009060,10009,YUN,YUN-060,YUN-060-022,A0906-022-00
10009060-023,大北里,北港鎮,雲林縣,023,10009060,10009,YUN,YUN-060,YUN-060-023,A0906-023-00
10009060-024,好收里,北港鎮,雲林縣,024,10009060,10009,YUN,YUN-060,YUN-060-024,A0906-024-00
10009060-025,樹腳里,北港鎮,雲林縣,025,10009060,10009,YUN,YUN-060,YUN-060-025,A0906-025-00
10009060-026,扶朝里,北港鎮,雲林縣,026,10009060,10009,YUN,YUN-060,YUN-060-026,A0906-026-00
10009060-027,水埔里,北港鎮,雲林縣,027,10009060,10009,YUN,YUN-060,YUN-060-027,A0906-027-00
10009060-028,新厝里,北港鎮,雲林縣,028,10009060,10009,YUN,YUN-060,YUN-060-028,A0906-028-00
10009070-001,水碓村,古坑鄉,雲林縣,001,10009070,10009,YUN,YUN-070,YUN-070-001,A0907-001-00
10009070-002,田心村,古坑鄉,雲林縣,002,10009070,10009,YUN,YUN-070,YUN-070-002,A0907-002-00
10009070-003,高林村,古坑鄉,雲林縣,003,10009070,10009,YUN,YUN-070,YUN-070-003,A0907-003-00
10009070-004,荷苞村,古坑鄉,雲林縣,004,10009070,10009,YUN,YUN-070,YUN-070-004,A0907-004-00
10009070-005,東和村,古坑鄉,雲林縣,005,10009070,10009,YUN,YUN-070,YUN-070-005,A0907-005-00
10009070-006,新庄村,古坑鄉,雲林縣,006,10009070,10009,YUN,YUN-070,YUN-070-006,A0907-006-00
10009070-007,棋盤村,古坑鄉,雲林縣,007,10009070,10009,YUN,YUN-070,YUN-070-007,A0907-007-00
10009070-008,華山村,古坑鄉,雲林縣,008,10009070,10009,YUN,YUN-070,YUN-070-008,A0907-008-00
10009070-009,華南村,古坑鄉,雲林縣,009,10009070,10009,YUN,YUN-070,YUN-070-009,A0907-009-00
10009070-010,永光村,古坑鄉,雲林縣,010,10009070,10009,YUN,YUN-070,YUN-070-010,A0907-010-00
10009070-011,桂林村,古坑鄉,雲林縣,011,10009070,10009,YUN,YUN-070,YUN-070-011,A0907-011-00
10009070-012,崁腳村,古坑鄉,雲林縣,012,10009070,10009,YUN,YUN-070,YUN-070-012,A0907-012-00
10009070-013,樟湖村,古坑鄉,雲林縣,013,10009070,10009,YUN,YUN-070,YUN-070-013,A0907-013-00
10009070-014,草嶺村,古坑鄉,雲林縣,014,10009070,10009,YUN,YUN-070,YUN-070-014,A0907-014-00
10009070-015,永昌村,古坑鄉,雲林縣,015,10009070,10009,YUN,YUN-070,YUN-070-015,A0907-015-00
10009070-016,麻園村,古坑鄉,雲林縣,016,10009070,10009,YUN,YUN-070,YUN-070-016,A0907-016-00
