OBJECTID_1,COUNTY,COUNTY_ID,TOWN,TOWN_ID,VILLAGE,VILLAGE_ID,V_ID,TV_ALL,VILLCODE,AREA
2421,臺東縣,10014,太麻里鄉,10014090,泰和村,005,10014090-005,太麻里鄉泰和村,A1409-005-00,3343649.5595
2422,臺東縣,10014,太麻里鄉,10014090,華源村,003,10014090-003,太麻里鄉華源村,A1409-003-00,12831461.7819
2423,臺東縣,10014,成功鎮,10014020,三仙里,003,10014020-003,成功鎮三仙里,A1402-003-00,31932840.7961
2424,臺東縣,10014,成功鎮,10014020,三民里,004,10014020-004,成功鎮三民里,A1402-004-00,10661244.6215
2425,臺東縣,10014,成功鎮,10014020,和平里,007,10014020-007,成功鎮和平里,A1402-007-00,12517904.8568
2426,臺東縣,10014,成功鎮,10014020,忠仁里,006,10014020-006,成功鎮忠仁里,A1402-006-00,7918628.2416
2427,臺東縣,10014,成功鎮,10014020,忠孝里,002,10014020-002,成功鎮忠孝里,A1402-002-00,39134231.535
2428,臺東縣,10014,成功鎮,10014020,忠智里,005,10014020-005,成功鎮忠智里,A1402-005-00,375256.1757
2429,臺東縣,10014,成功鎮,10014020,信義里,008,10014020-008,成功鎮信義里,A1402-008-00,23042102.4514
2430,臺東縣,10014,成功鎮,10014020,博愛里,001,10014020-001,成功鎮博愛里,A1402-001-00,17943668.2682
2431,臺東縣,10014,池上鄉,10014060,大坡村,003,10014060-003,池上鄉大坡村,A1406-003-00,8817411.963
2432,臺東縣,10014,池上鄉,10014060,大埔村,004,10014060-004,池上鄉大埔村,A1406-004-00,1783881.0497
2433,臺東縣,10014,池上鄉,10014060,振興村,010,10014060-010,池上鄉振興村,A1406-010-00,14917559.0442
2434,臺東縣,10014,池上鄉,10014060,富興村,009,10014060-009,池上鄉富興村,A1406-009-00,17528341.5001
2435,臺東縣,10014,池上鄉,10014060,新興村,007,10014060-007,池上鄉新興村,A1406-007-00,10604277.2039
2436,臺東縣,10014,延平鄉,10014130,桃源村,005,10014130-005,延平鄉桃源村,A1413-005-00,75492494.7569
2437,臺東縣,10014,臺東市,10014010,鐵花里,028,10014010-028,臺東市鐵花里,A1401-028-00,84117.9701
2438,臺東縣,10014,關山鎮,10014030,中福里,004,10014030-004,關山鎮中福里,A1403-004-00,156223.2208
2439,臺東縣,10014,關山鎮,10014030,月眉里,007,10014030-007,關山鎮月眉里,A1403-007-00,10244000.3187
2440,臺東縣,10014,關山鎮,10014030,里壠里,005,10014030-005,關山鎮里壠里,A1403-005-00,5121064.6877
2441,臺東縣,10014,關山鎮,10014030,新福里,003,10014030-003,關山鎮新福里,A1403-003-00,7677342.8594
2442,臺東縣,10014,關山鎮,10014030,電光里,006,10014030-006,關山鎮電光里,A1403-006-00,20289732.2558
2443,臺東縣,10014,關山鎮,10014030,德高里,001,10014030-001,關山鎮德高里,A1403-001-00,14967176.9207
2444,臺東縣,10014,關山鎮,10014030,豐泉里,002,10014030-002,關山鎮豐泉里,A1403-002-00,1880849.3746
2445,臺東縣,10014,蘭嶼鄉,10014160,東清村,001,10014160-001,蘭嶼鄉東清村,A1416-001-00,17354784.2228
2446,臺東縣,10014,蘭嶼鄉,10014160,紅頭村,003,10014160-003,蘭嶼鄉紅頭村,A1416-003-00,11905028.0577
2447,臺東縣,10014,蘭嶼鄉,10014160,朗島村,002,10014160-002,蘭嶼鄉朗島村,A1416-002-00,9661229.5652
2448,臺東縣,10014,蘭嶼鄉,10014160,椰油村,004,10014160-004,蘭嶼鄉椰油村,A1416-004-00,8121564.4543
2449,花蓮縣,10015,秀林鄉,10015110,景美村,007,10015110-007,秀林鄉景美村,A1511-007-00,70347349.5256
2450,花蓮縣,10015,秀林鄉,10015110,銅門村,005,10015110-005,秀林鄉銅門村,A1511-005-00,282137635.285
2451,花蓮縣,10015,卓溪鄉,10015130,太平村,003,10015130-003,卓溪鄉太平村,A1513-003-00,183969265.693
2452,花蓮縣,10015,卓溪鄉,10015130,古風村,006,10015130-006,卓溪鄉古風村,A1513-006-00,240521178.684
2453,花蓮縣,10015,卓溪鄉,10015130,立山村,002,10015130-002,卓溪鄉立山村,A1513-002-00,145615930.989
2454,花蓮縣,10015,卓溪鄉,10015130,卓清村,005,10015130-005,卓溪鄉卓清村,A1513-005-00,253583644.343
2455,花蓮縣,10015,卓溪鄉,10015130,卓溪村,004,10015130-004,卓溪鄉卓溪村,A1513-004-00,128008035.069
2456,花蓮縣,10015,卓溪鄉,10015130,崙山村,001,10015130-001,卓溪鄉崙山村,A1513-001-00,59875451.7908
2457,花蓮縣,10015,花蓮市,10015010,主力里,029,10015010-029,花蓮市主力里,A1501-029-00,193633.2253
2458,花蓮縣,10015,花蓮市,10015010,主工里,013,10015010-013,花蓮市主工里,A1501-013-00,112450.9235
2459,花蓮縣,10015,花蓮市,10015010,主安里,042,10015010-042,花蓮市主安里,A1501-042-00,261770.7238
2460,花蓮縣,10015,玉里鎮,10015030,中城里,001,10015030-001,玉里鎮中城里,A1503-001-00,1934648.5599
2461,花蓮縣,10015,玉里鎮,10015030,永昌里,003,10015030-003,玉里鎮永昌里,A1503-003-00,971207.1059
2462,花蓮縣,10015,玉里鎮,10015030,東豐里,009,10015030-009,玉里鎮東豐里,A1503-009-00,37101787.1337
2463,花蓮縣,10015,玉里鎮,10015030,松浦里,011,10015030-011,玉里鎮松浦里,A1503-011-00,22783146.9158
2464,花蓮縣,10015,玉里鎮,10015030,長良里,007,10015030-007,玉里鎮長良里,A1503-007-00,14473125.2635
2465,花蓮縣,10015,玉里鎮,10015030,春日里,012,10015030-012,玉里鎮春日里,A1503-012-00,22869862.1993
2466,花蓮縣,10015,玉里鎮,10015030,泰昌里,004,10015030-004,玉里鎮泰昌里,A1503-004-00,1243717.0099
2467,花蓮縣,10015,玉里鎮,10015030,國武里,005,10015030-005,玉里鎮國武里,A1503-005-00,546504.9976
2468,花蓮縣,10015,玉里鎮,10015030,啟模里,002,10015030-002,玉里鎮啟模里,A1503-002-00,1766005.5841
2469,花蓮縣,10015,玉里鎮,10015030,源城里,006,10015030-006,玉里鎮源城里,A1503-006-00,18608574.9935
2470,花蓮縣,10015,玉里鎮,10015030,德武里,013,10015030-013,玉里鎮德武里,A1503-013-00,12651175.0521
2471,花蓮縣,10015,玉里鎮,10015030,樂合里,008,10015030-008,玉里鎮樂合里,A1503-008-00,24964306.7354
2472,花蓮縣,10015,瑞穗鄉,10015090,瑞美村,002,10015090-002,瑞穗鄉瑞美村,A1509-002-00,2873819.5756
2473,花蓮縣,10015,瑞穗鄉,10015090,瑞祥村,004,10015090-004,瑞穗鄉瑞祥村,A1509-004-00,14191994.8926
2474,花蓮縣,10015,瑞穗鄉,10015090,瑞穗村,001,10015090-001,瑞穗鄉瑞穗村,A1509-001-00,1497389.2552
2475,花蓮縣,10015,瑞穗鄉,10015090,舞鶴村,006,10015090-006,瑞穗鄉舞鶴村,A1509-006-00,18229865.785
2476,花蓮縣,10015,瑞穗鄉,10015090,鶴岡村,007,10015090-007,瑞穗鄉鶴岡村,A1509-007-00,28251918.1242
2477,花蓮縣,10015,萬榮鄉,10015120,西林村,001,10015120-001,萬榮鄉西林村,A1512-001-00,129438795.952
2478,花蓮縣,10015,萬榮鄉,10015120,見晴村,002,10015120-002,萬榮鄉見晴村,A1512-002-00,27681170.1741
2479,花蓮縣,10015,萬榮鄉,10015120,明利村,004,10015120-004,萬榮鄉明利村,A1512-004-00,81447230.3362
2480,花蓮縣,10015,萬榮鄉,10015120,紅葉村,006,10015120-006,萬榮鄉紅葉村,A1512-006-00,50982338.1124
2481,花蓮縣,10015,萬榮鄉,10015120,馬遠村,005,10015120-005,萬榮鄉馬遠村,A1512-005-00,200720991.66
2482,花蓮縣,10015,萬榮鄉,10015120,萬榮村,003,10015120-003,萬榮鄉萬榮村,A1512-003-00,197080501.75
2483,花蓮縣,10015,壽豐鄉,10015060,月眉村,013,10015060-013,壽豐鄉月眉村,A1506-013-00,26549355.0039
2484,花蓮縣,10015,壽豐鄉,10015060,水璉村,014,10015060-014,壽豐鄉水璉村,A1506-014-00,37425493.7105
2485,花蓮縣,10015,富里鄉,10015100,富里村,009,10015100-009,富里鄉富里村,A1510-009-00,1884323.1757
2486,花蓮縣,10015,花蓮市,10015010,主和里,006,10015010-006,花蓮市主和里,A1501-006-00,502481.4694
2487,花蓮縣,10015,花蓮市,10015010,主信里,004,10015010-004,花蓮市主信里,A1501-004-00,48395.9508
2488,花蓮縣,10015,花蓮市,10015010,主計里,036,10015010-036,花蓮市主計里,A1501-036-00,341672.9154
2489,花蓮縣,10015,花蓮市,10015010,主商里,020,10015010-020,花蓮市主商里,A1501-020-00,59282.5589
2490,花蓮縣,10015,花蓮市,10015010,主勤里,028,10015010-028,花蓮市主勤里,A1501-028-00,75252.1303
2491,花蓮縣,10015,花蓮市,10015010,主睦里,005,10015010-005,花蓮市主睦里,A1501-005-00,48606.4742
2492,花蓮縣,10015,花蓮市,10015010,主農里,014,10015010-014,花蓮市主農里,A1501-014-00,310141.3867
2493,花蓮縣,10015,花蓮市,10015010,主學里,021,10015010-021,花蓮市主學里,A1501-021-00,155206.6785
2494,花蓮縣,10015,花蓮市,10015010,主權里,037,10015010-037,花蓮市主權里,A1501-037-00,421402.9492
2495,花蓮縣,10015,花蓮市,10015010,民主里,027,10015010-027,花蓮市民主里,A1501-027-00,73180.0299
2496,花蓮縣,10015,花蓮市,10015010,民生里,019,10015010-019,花蓮市民生里,A1501-019-00,125139.1842
2497,花蓮縣,10015,花蓮市,10015010,民立里,001,10015010-001,花蓮市民立里,A1501-001-00,779326.2391
2498,花蓮縣,10015,花蓮市,10015010,民有里,034,10015010-034,花蓮市民有里,A1501-034-00,50096.977
2499,花蓮縣,10015,花蓮市,10015010,民孝里,045,10015010-045,花蓮市民孝里,A1501-045-00,2973654.3708
2500,花蓮縣,10015,花蓮市,10015010,民享里,033,10015010-033,花蓮市民享里,A1501-033-00,1000504.5261
2501,花蓮縣,10015,花蓮市,10015010,民治里,011,10015010-011,花蓮市民治里,A1501-011-00,184315.1083
2502,花蓮縣,10015,花蓮市,10015010,民政里,017,10015010-017,花蓮市民政里,A1501-017-00,371675.048
2503,花蓮縣,10015,花蓮市,10015010,民族里,003,10015010-003,花蓮市民族里,A1501-003-00,124993.9662
2504,花蓮縣,10015,花蓮市,10015010,民勤里,018,10015010-018,花蓮市民勤里,A1501-018-00,1105520.2518
2505,花蓮縣,10015,花蓮市,10015010,民意里,010,10015010-010,花蓮市民意里,A1501-010-00,1429213.282
2506,花蓮縣,10015,花蓮市,10015010,民德里,009,10015010-009,花蓮市民德里,A1501-009-00,757504.9543
2507,花蓮縣,10015,花蓮市,10015010,民樂里,026,10015010-026,花蓮市民樂里,A1501-026-00,187234.7037
2508,花蓮縣,10015,花蓮市,10015010,民權里,035,10015010-035,花蓮市民權里,A1501-035-00,355540.5204
2509,花蓮縣,10015,花蓮市,10015010,國光里,022,10015010-022,花蓮市國光里,A1501-022-00,531643.2551
2510,花蓮縣,10015,花蓮市,10015010,國安里,030,10015010-030,花蓮市國安里,A1501-030-00,169434.6121
2511,花蓮縣,10015,花蓮市,10015010,國防里,039,10015010-039,花蓮市國防里,A1501-039-00,106234.3912
2512,花蓮縣,10015,花蓮市,10015010,國治里,015,10015010-015,花蓮市國治里,A1501-015-00,118179.9323
2513,花蓮縣,10015,花蓮市,10015010,國風里,008,10015010-008,花蓮市國風里,A1501-008-00,601400.1762
2514,花蓮縣,10015,花蓮市,10015010,國強里,024,10015010-024,花蓮市國強里,A1501-024-00,2914248.0627
2515,花蓮縣,10015,花蓮市,10015010,國盛里,043,10015010-043,花蓮市國盛里,A1501-043-00,349090.1461
2516,花蓮縣,10015,花蓮市,10015010,國富里,016,10015010-016,花蓮市國富里,A1501-016-00,423012.4103
2517,花蓮縣,10015,花蓮市,10015010,國華里,038,10015010-038,花蓮市國華里,A1501-038-00,154639.2009
2518,花蓮縣,10015,花蓮市,10015010,國福里,040,10015010-040,花蓮市國福里,A1501-040-00,2699487.222
2519,花蓮縣,10015,花蓮市,10015010,國魂里,031,10015010-031,花蓮市國魂里,A1501-031-00,156008.0735
2520,花蓮縣,10015,花蓮市,10015010,國慶里,032,10015010-032,花蓮市國慶里,A1501-032-00,3119097.1315
2521,花蓮縣,10015,花蓮市,10015010,國興里,044,10015010-044,花蓮市國興里,A1501-044-00,1551410.2581
2522,花蓮縣,10015,花蓮市,10015010,國聯里,023,10015010-023,花蓮市國聯里,A1501-023-00,514617.1398
2523,花蓮縣,10015,富里鄉,10015100,永豐村,010,10015100-010,富里鄉永豐村,A1510-010-00,14316628.509
2524,花蓮縣,10015,富里鄉,10015100,石牌村,007,10015100-007,富里鄉石牌村,A1510-007-00,5561092.4988
2525,花蓮縣,10015,富里鄉,10015100,竹田村,005,10015100-005,富里鄉竹田村,A1510-005-00,17678809.6048
2526,花蓮縣,10015,富里鄉,10015100,吳江村,001,10015100-001,富里鄉吳江村,A1510-001-00,18933443.6785
2527,花蓮縣,10015,富里鄉,10015100,明里村,008,10015100-008,富里鄉明里村,A1510-008-00,3013923.5078
2528,花蓮縣,10015,富里鄉,10015100,東里村,002,10015100-002,富里鄉東里村,A1510-002-00,13963108.5652
2529,花蓮縣,10015,富里鄉,10015100,富南村,012,10015100-012,富里鄉富南村,A1510-012-00,10304924.8937
2530,花蓮縣,10015,富里鄉,10015100,新興村,004,10015100-004,富里鄉新興村,A1510-004-00,13177980.9069
2531,花蓮縣,10015,富里鄉,10015100,萬寧村,003,10015100-003,富里鄉萬寧村,A1510-003-00,16057988.6539
2532,花蓮縣,10015,富里鄉,10015100,學田村,013,10015100-013,富里鄉學田村,A1510-013-00,4192540.2709
2533,花蓮縣,10015,富里鄉,10015100,豐南村,011,10015100-011,富里鄉豐南村,A1510-011-00,32885236.8704
2534,花蓮縣,10015,富里鄉,10015100,羅山村,006,10015100-006,富里鄉羅山村,A1510-006-00,20029226.1419
2535,花蓮縣,10015,新城鄉,10015040,大漢村,008,10015040-008,新城鄉大漢村,A1504-008-00,4387858.5417
2536,花蓮縣,10015,新城鄉,10015040,北埔村,004,10015040-004,新城鄉北埔村,A1504-004-00,1500834.4397
2537,花蓮縣,10015,新城鄉,10015040,佳林村,005,10015040-005,新城鄉佳林村,A1504-005-00,5434611.5543
2538,花蓮縣,10015,新城鄉,10015040,康樂村,003,10015040-003,新城鄉康樂村,A1504-003-00,7007073.8218
2539,花蓮縣,10015,新城鄉,10015040,順安村,002,10015040-002,新城鄉順安村,A1504-002-00,3629778.7185
2540,花蓮縣,10015,新城鄉,10015040,新城村,001,10015040-001,新城鄉新城村,A1504-001-00,2617417.1972
2541,花蓮縣,10015,新城鄉,10015040,嘉里村,006,10015040-006,新城鄉嘉里村,A1504-006-00,3240601.7527
2542,花蓮縣,10015,新城鄉,10015040,嘉新村,007,10015040-007,新城鄉嘉新村,A1504-007-00,1008856.8342
2543,花蓮縣,10015,瑞穗鄉,10015090,奇美村,008,10015090-008,瑞穗鄉奇美村,A1509-008-00,54192827.7809
2544,花蓮縣,10015,瑞穗鄉,10015090,富民村,010,10015090-010,瑞穗鄉富民村,A1509-010-00,2834000.7946
2545,花蓮縣,10015,瑞穗鄉,10015090,富源村,009,10015090-009,瑞穗鄉富源村,A1509-009-00,5527892.6207
2546,花蓮縣,10015,瑞穗鄉,10015090,富興村,011,10015090-011,瑞穗鄉富興村,A1509-011-00,15563315.6491
2547,花蓮縣,10015,瑞穗鄉,10015090,瑞北村,005,10015090-005,瑞穗鄉瑞北村,A1509-005-00,5893825.5886
2548,花蓮縣,10015,玉里鎮,10015030,三民里,014,10015030-014,玉里鎮三民里,A1503-014-00,13980232.4649
2549,花蓮縣,10015,玉里鎮,10015030,大禹里,015,10015030-015,玉里鎮大禹里,A1503-015-00,18794049.9721
2550,臺東縣,10014,臺東市,10014010,豐谷里,039,10014010-039,臺東市豐谷里,A1401-039-00,2695742.8688
2551,臺東縣,10014,臺東市,10014010,豐里里,040,10014010-040,臺東市豐里里,A1401-040-00,3516368.5182
2552,臺東縣,10014,臺東市,10014010,豐原里,041,10014010-041,臺東市豐原里,A1401-041-00,7222780.062
2553,臺東縣,10014,臺東市,10014010,豐榮里,038,10014010-038,臺東市豐榮里,A1401-038-00,1691590.469
2554,臺東縣,10014,臺東市,10014010,豐樂里,033,10014010-033,臺東市豐樂里,A1401-033-00,2326578.5983
2555,臺東縣,10014,臺東市,10014010,寶桑里,009,10014010-009,臺東市寶桑里,A1401-009-00,815407.9137
2556,花蓮縣,10015,吉安鄉,10015050,太昌村,003,10015050-003,吉安鄉太昌村,A1505-003-00,3224972.5067
2557,花蓮縣,10015,吉安鄉,10015050,北昌村,001,10015050-001,吉安鄉北昌村,A1505-001-00,1091060.167
2558,花蓮縣,10015,吉安鄉,10015050,永安村,004,10015050-004,吉安鄉永安村,A1505-004-00,1645263.0256
2559,花蓮縣,10015,吉安鄉,10015050,永興村,010,10015050-010,吉安鄉永興村,A1505-010-00,4439784.3802
2560,花蓮縣,10015,吉安鄉,10015050,光華村,018,10015050-018,吉安鄉光華村,A1505-018-00,12617458.9109
2561,花蓮縣,10015,壽豐鄉,10015060,樹湖村,001,10015060-001,壽豐鄉樹湖村,A1506-001-00,8524499.2302
2562,花蓮縣,10015,壽豐鄉,10015060,豐山村,003,10015060-003,壽豐鄉豐山村,A1506-003-00,8316341.2348
2563,花蓮縣,10015,吉安鄉,10015050,吉安村,006,10015050-006,吉安鄉吉安村,A1505-006-00,7294258.9996
2564,花蓮縣,10015,吉安鄉,10015050,宜昌村,013,10015050-013,吉安鄉宜昌村,A1505-013-00,474641.3475
2565,花蓮縣,10015,吉安鄉,10015050,東昌村,015,10015050-015,吉安鄉東昌村,A1505-015-00,1593709.3764
2566,花蓮縣,10015,吉安鄉,10015050,南昌村,012,10015050-012,吉安鄉南昌村,A1505-012-00,535368.1069
2567,花蓮縣,10015,吉安鄉,10015050,南華村,008,10015050-008,吉安鄉南華村,A1505-008-00,5383912.8204
2568,花蓮縣,10015,壽豐鄉,10015060,豐坪村,005,10015060-005,壽豐鄉豐坪村,A1506-005-00,11434717.2455
2569,高雄市,64000,鹽埕區,64000010,港都里,014,64000010-014,鹽埕區港都里,A6401-014-00,58950.6364
2570,高雄市,64000,鹽埕區,64000010,江西里,015,64000010-015,鹽埕區江西里,A6401-015-00,115278.6258
2571,高雄市,64000,鹽埕區,64000010,新豐里,016,64000010-016,鹽埕區新豐里,A6401-016-00,46790.377
2572,高雄市,64000,鹽埕區,64000010,府北里,017,64000010-017,鹽埕區府北里,A6401-017-00,132001.2005
2573,高雄市,64000,鹽埕區,64000010,陸橋里,018,64000010-018,鹽埕區陸橋里,A6401-018-00,35021.9666
2574,高雄市,64000,鹽埕區,64000010,瀨南里,019,64000010-019,鹽埕區瀨南里,A6401-019-00,43781.3849
2575,高雄市,64000,鹽埕區,64000010,新化里,020,64000010-020,鹽埕區新化里,A6401-020-00,76281.1732
2576,高雄市,64000,鹽埕區,64000010,江南里,021,64000010-021,鹽埕區江南里,A6401-021-00,63665.4299
2577,高雄市,64000,鼓山區,64000020,鼓峰里,001,64000020-001,鼓山區鼓峰里,A6402-001-00,67937.7832
2578,高雄市,64000,鼓山區,64000020,雄峰里,002,64000020-002,鼓山區雄峰里,A6402-002-00,131456.7684
