OBJECTID_1,COUNTY,COUNTY_ID,TOWN,TOWN_ID,VILLAGE,VILLAGE_ID,V_ID,TV_ALL,VILLCODE,AREA
2176,臺北市,63000,內湖區,63000100,港都里,006,63000100-006,內湖區港都里,A6310-006-00,127488.6996
2177,臺北市,63000,內湖區,63000100,東湖里,023,63000100-023,內湖區東湖里,A6310-023-00,154256.6401
2178,臺北市,63000,內湖區,63000100,安湖里,031,63000100-031,內湖區安湖里,A6310-031-00,164795.0654
2179,臺北市,63000,內湖區,63000100,寶湖里,039,63000100-039,內湖區寶湖里,A6310-039-00,538212.7516
2180,臺北市,63000,松山區,63000010,莊敬里,002,63000010-002,松山區莊敬里,A6301-002-00,1314712.5435
2181,臺北市,63000,內湖區,63000100,湖興里,029,63000100-029,內湖區湖興里,A6310-029-00,1061603.7698
2182,臺北市,63000,內湖區,63000100,瑞光里,021,63000100-021,內湖區瑞光里,A6310-021-00,147480.1506
2183,臺北市,63000,中山區,63000040,新庄里,019,63000040-019,中山區新庄里,A6304-019-00,627127.7377
2184,臺北市,63000,中山區,63000040,圓山里,012,63000040-012,中山區圓山里,A6304-012-00,605580.4677
2185,臺北市,63000,中山區,63000040,大佳里,017,63000040-017,中山區大佳里,A6304-017-00,1343248.4255
2186,臺北市,63000,內湖區,63000100,瑞陽里,020,63000100-020,內湖區瑞陽里,A6310-020-00,180024.0899
2187,臺北市,63000,大同區,63000060,老師里,024,63000060-024,大同區老師里,A6306-024-00,562782.6135
2188,臺東縣,10014,鹿野鄉,10014050,永安村,004,10014050-004,鹿野鄉永安村,A1405-004-00,13865255.9547
2189,臺東縣,10014,臺東市,10014010,中華里,015,10014010-015,臺東市中華里,A1401-015-00,788468.0607
2190,臺東縣,10014,金峰鄉,10014140,新興村,001,10014140-001,金峰鄉新興村,A1414-001-00,5503269.282
2191,臺北市,63000,內湖區,63000100,金湖里,034,63000100-034,內湖區金湖里,A6310-034-00,854287.3296
2192,臺北市,63000,大同區,63000060,重慶里,025,63000060-025,大同區重慶里,A6306-025-00,409576.9346
2193,臺北市,63000,內湖區,63000100,紫雲里,016,63000100-016,內湖區紫雲里,A6310-016-00,365872.5742
2194,臺北市,63000,內湖區,63000100,紫陽里,019,63000100-019,內湖區紫陽里,A6310-019-00,408337.1979
2195,臺北市,63000,中山區,63000040,永安里,016,63000040-016,中山區永安里,A6304-016-00,262316.2365
2196,臺北市,63000,中山區,63000040,集英里,008,63000040-008,中山區集英里,A6304-008-00,331104.5035
2197,臺北市,63000,中山區,63000040,下埤里,027,63000040-027,中山區下埤里,A6304-027-00,202013.2304
2198,臺北市,63000,大同區,63000060,斯文里,020,63000060-020,大同區斯文里,A6306-020-00,110438.025
2199,臺北市,63000,大同區,63000060,揚雅里,019,63000060-019,大同區揚雅里,A6306-019-00,66630.6251
2200,臺北市,63000,大同區,63000060,國順里,017,63000060-017,大同區國順里,A6306-017-00,127703.1345
2201,臺北市,63000,內湖區,63000100,五分里,022,63000100-022,內湖區五分里,A6310-022-00,312470.9301
2202,臺北市,63000,大同區,63000060,國慶里,018,63000060-018,大同區國慶里,A6306-018-00,114700.9327
2203,臺北市,63000,內湖區,63000100,南湖里,040,63000100-040,內湖區南湖里,A6310-040-00,360249.5615
2204,臺北市,63000,松山區,63000010,精忠里,010,63000010-010,松山區精忠里,A6301-010-00,2249537.5842
2205,臺北市,63000,大同區,63000060,至聖里,022,63000060-022,大同區至聖里,A6306-022-00,242730.0461
2206,臺北市,63000,士林區,63000110,葫東里,018,63000110-018,士林區葫東里,A6311-018-00,197152.3799
2207,臺北市,63000,內湖區,63000100,湖濱里,010,63000100-010,內湖區湖濱里,A6310-010-00,670497.7982
2208,臺北市,63000,士林區,63000110,福中里,009,63000110-009,士林區福中里,A6311-009-00,263456.7388
2209,臺北市,63000,士林區,63000110,社新里,020,63000110-020,士林區社新里,A6311-020-00,399344.298
2210,臺北市,63000,內湖區,63000100,港富里,007,63000100-007,內湖區港富里,A6310-007-00,365406.1476
2211,臺北市,63000,士林區,63000110,義信里,002,63000110-002,士林區義信里,A6311-002-00,218298.9224
2212,臺北市,63000,內湖區,63000100,安泰里,033,63000100-033,內湖區安泰里,A6310-033-00,1148062.8806
2213,臺北市,63000,中山區,63000040,劍潭里,013,63000040-013,中山區劍潭里,A6304-013-00,2466261.4745
2214,臺北市,63000,中山區,63000040,大直里,014,63000040-014,中山區大直里,A6304-014-00,664044.3799
2215,臺北市,63000,士林區,63000110,名山里,026,63000110-026,士林區名山里,A6311-026-00,392177.218
2216,臺北市,63000,士林區,63000110,德行里,027,63000110-027,士林區德行里,A6311-027-00,197810.7975
2217,臺北市,63000,內湖區,63000100,金瑞里,014,63000100-014,內湖區金瑞里,A6310-014-00,2385328.8496
2218,臺北市,63000,士林區,63000110,忠誠里,030,63000110-030,士林區忠誠里,A6311-030-00,146337.1067
2219,臺北市,63000,士林區,63000110,岩山里,025,63000110-025,士林區岩山里,A6311-025-00,497568.3411
2220,臺北市,63000,內湖區,63000100,內溝里,025,63000100-025,內湖區內溝里,A6310-025-00,4305804.9447
2221,臺北市,63000,北投區,63000120,建民里,001,63000120-001,北投區建民里,A6312-001-00,1084686.4503
2222,臺北市,63000,士林區,63000110,聖山里,029,63000110-029,士林區聖山里,A6311-029-00,109756.4952
2223,臺北市,63000,北投區,63000120,文林里,002,63000120-002,北投區文林里,A6312-002-00,113085.2883
2224,臺北市,63000,士林區,63000110,仁勇里,001,63000110-001,士林區仁勇里,A6311-001-00,131045.9404
2225,臺北市,63000,中山區,63000040,北安里,042,63000040-042,中山區北安里,A6304-042-00,424202.629
2226,臺北市,63000,內湖區,63000100,港華里,008,63000100-008,內湖區港華里,A6310-008-00,695588.0012
2227,臺北市,63000,士林區,63000110,福德里,004,63000110-004,士林區福德里,A6311-004-00,285059.5283
2228,臺北市,63000,士林區,63000110,社子里,019,63000110-019,士林區社子里,A6311-019-00,370396.3589
2229,臺北市,63000,士林區,63000110,社園里,021,63000110-021,士林區社園里,A6311-021-00,203254.4229
2230,臺北市,63000,士林區,63000110,永倫里,022,63000110-022,士林區永倫里,A6311-022-00,629123.5862
2231,臺北市,63000,士林區,63000110,後港里,008,63000110-008,士林區後港里,A6311-008-00,576502.9132
2232,臺北市,63000,內湖區,63000100,西康里,002,63000100-002,內湖區西康里,A6310-002-00,1165171.0331
2233,臺北市,63000,內湖區,63000100,西安里,003,63000100-003,內湖區西安里,A6310-003-00,1220798.697
2234,臺北市,63000,士林區,63000110,福佳里,007,63000110-007,士林區福佳里,A6311-007-00,511263.6529
2235,臺北市,63000,士林區,63000110,福林里,003,63000110-003,士林區福林里,A6311-003-00,2031996.5756
2236,臺北市,63000,士林區,63000110,舊佳里,006,63000110-006,士林區舊佳里,A6311-006-00,169581.4754
2237,臺北市,63000,士林區,63000110,福志里,005,63000110-005,士林區福志里,A6311-005-00,356958.623
2238,臺北市,63000,士林區,63000110,德華里,028,63000110-028,士林區德華里,A6311-028-00,290766.2675
2239,臺北市,63000,內湖區,63000100,大湖里,012,63000100-012,內湖區大湖里,A6310-012-00,2901757.5682
2240,臺北市,63000,士林區,63000110,福順里,015,63000110-015,士林區福順里,A6311-015-00,233259.7246
2241,臺北市,63000,士林區,63000110,承德里,012,63000110-012,士林區承德里,A6311-012-00,128538.6389
2242,臺北市,63000,內湖區,63000100,清白里,017,63000100-017,內湖區清白里,A6310-017-00,384523.9423
2243,臺北市,63000,中山區,63000040,金泰里,041,63000040-041,中山區金泰里,A6304-041-00,1066287.4189
2244,臺北市,63000,士林區,63000110,百齡里,011,63000110-011,士林區百齡里,A6311-011-00,150169.5609
2245,臺北市,63000,內湖區,63000100,內湖里,009,63000100-009,內湖區內湖里,A6310-009-00,158665.396
2246,臺北市,63000,中山區,63000040,成功里,015,63000040-015,中山區成功里,A6304-015-00,648682.3188
2247,臺北市,63000,內湖區,63000100,麗山里,038,63000100-038,內湖區麗山里,A6310-038-00,178908.5613
2248,臺北市,63000,內湖區,63000100,西湖里,001,63000100-001,內湖區西湖里,A6310-001-00,446670.4002
2249,臺北市,63000,士林區,63000110,葫蘆里,017,63000110-017,士林區葫蘆里,A6311-017-00,316958.8975
2250,臺北市,63000,內湖區,63000100,金龍里,013,63000100-013,內湖區金龍里,A6310-013-00,168781.1064
2251,臺北市,63000,內湖區,63000100,秀湖里,032,63000100-032,內湖區秀湖里,A6310-032-00,497432.5565
2252,臺北市,63000,士林區,63000110,前港里,010,63000110-010,士林區前港里,A6311-010-00,166246.9185
2253,臺北市,63000,士林區,63000110,富洲里,024,63000110-024,士林區富洲里,A6311-024-00,3167930.6484
2254,臺北市,63000,士林區,63000110,天祿里,037,63000110-037,士林區天祿里,A6311-037-00,140812.8168
2255,臺北市,63000,士林區,63000110,三玉里,033,63000110-033,士林區三玉里,A6311-033-00,533159.1475
2256,臺北市,63000,士林區,63000110,天福里,036,63000110-036,士林區天福里,A6311-036-00,205022.4248
2257,臺北市,63000,北投區,63000120,立賢里,016,63000120-016,北投區立賢里,A6312-016-00,459475.4724
2258,臺北市,63000,北投區,63000120,尊賢里,015,63000120-015,北投區尊賢里,A6312-015-00,77921.7474
2259,臺北市,63000,士林區,63000110,天壽里,038,63000110-038,士林區天壽里,A6311-038-00,212754.7048
2260,臺北市,63000,北投區,63000120,吉利里,013,63000120-013,北投區吉利里,A6312-013-00,174296.0966
2261,臺北市,63000,北投區,63000120,振華里,008,63000120-008,北投區振華里,A6312-008-00,279963.319
2262,臺北市,63000,北投區,63000120,榮華里,006,63000120-006,北投區榮華里,A6312-006-00,380687.0188
2263,臺北市,63000,士林區,63000110,新安里,045,63000110-045,士林區新安里,A6311-045-00,1988714.1625
2264,臺北市,63000,北投區,63000120,中庸里,028,63000120-028,北投區中庸里,A6312-028-00,101563.0621
2265,臺北市,63000,北投區,63000120,一德里,037,63000120-037,北投區一德里,A6312-037-00,2714430.68
2266,臺北市,63000,士林區,63000110,公館里,044,63000110-044,士林區公館里,A6311-044-00,1787318.8518
2267,臺北市,63000,士林區,63000110,天母里,042,63000110-042,士林區天母里,A6311-042-00,1866736.4724
2268,臺北市,63000,北投區,63000120,永和里,009,63000120-009,北投區永和里,A6312-009-00,1626532.2682
2269,臺北市,63000,北投區,63000120,林泉里,026,63000120-026,北投區林泉里,A6312-026-00,1547500.9879
2270,臺北市,63000,北投區,63000120,中心里,027,63000120-027,北投區中心里,A6312-027-00,374482.98
2271,臺北市,63000,北投區,63000120,文化里,033,63000120-033,北投區文化里,A6312-033-00,504591.639
2272,臺東縣,10014,長濱鄉,10014080,忠勇村,003,10014080-003,長濱鄉忠勇村,A1408-003-00,20595166.3978
2273,臺北市,63000,北投區,63000120,智仁里,031,63000120-031,北投區智仁里,A6312-031-00,107037.4325
2274,臺北市,63000,北投區,63000120,桃源里,036,63000120-036,北投區桃源里,A6312-036-00,1250236.0162
2275,臺北市,63000,北投區,63000120,中和里,030,63000120-030,北投區中和里,A6312-030-00,182219.5458
2276,臺北市,63000,北投區,63000120,永明里,011,63000120-011,北投區永明里,A6312-011-00,121154.4072
2277,臺北市,63000,士林區,63000110,芝山里,031,63000110-031,士林區芝山里,A6311-031-00,1102468.2319
2278,臺北市,63000,北投區,63000120,立農里,017,63000120-017,北投區立農里,A6312-017-00,344027.7381
2279,臺北市,63000,士林區,63000110,天玉里,041,63000110-041,士林區天玉里,A6311-041-00,255617.5063
2280,臺北市,63000,北投區,63000120,東華里,012,63000120-012,北投區東華里,A6312-012-00,501961.7374
2281,臺北市,63000,北投區,63000120,關渡里,038,63000120-038,北投區關渡里,A6312-038-00,1648588.9103
2282,臺北市,63000,士林區,63000110,天山里,040,63000110-040,士林區天山里,A6311-040-00,174427.5204
2283,臺北市,63000,士林區,63000110,天和里,039,63000110-039,士林區天和里,A6311-039-00,395913.1381
2284,臺北市,63000,北投區,63000120,八仙里,018,63000120-018,北投區八仙里,A6312-018-00,3855688.3502
2285,臺北市,63000,北投區,63000120,永欣里,010,63000120-010,北投區永欣里,A6312-010-00,784532.8856
2286,臺北市,63000,北投區,63000120,清江里,021,63000120-021,北投區清江里,A6312-021-00,237171.4131
2287,臺北市,63000,士林區,63000110,東山里,032,63000110-032,士林區東山里,A6311-032-00,1507006.6634
2288,臺北市,63000,北投區,63000120,中央里,022,63000120-022,北投區中央里,A6312-022-00,201276.7094
2289,臺北市,63000,北投區,63000120,大同里,024,63000120-024,北投區大同里,A6312-024-00,712065.2795
2290,臺北市,63000,北投區,63000120,奇岩里,020,63000120-020,北投區奇岩里,A6312-020-00,1787938.5887
2291,臺北市,63000,北投區,63000120,溫泉里,025,63000120-025,北投區溫泉里,A6312-025-00,243815.609
2292,臺北市,63000,北投區,63000120,長安里,023,63000120-023,北投區長安里,A6312-023-00,197137.5474
2293,臺北市,63000,北投區,63000120,豐年里,034,63000120-034,北投區豐年里,A6312-034-00,685146.7928
2294,臺北市,63000,北投區,63000120,石牌里,003,63000120-003,北投區石牌里,A6312-003-00,110850.8999
2295,臺北市,63000,士林區,63000110,蘭雅里,034,63000110-034,士林區蘭雅里,A6311-034-00,213081.6503
2296,臺北市,63000,士林區,63000110,翠山里,050,63000110-050,士林區翠山里,A6311-050-00,1571158.5604
2297,臺北市,63000,士林區,63000110,臨溪里,051,63000110-051,士林區臨溪里,A6311-051-00,2230628.931
2298,臺北市,63000,北投區,63000120,洲美里,019,63000120-019,北投區洲美里,A6312-019-00,1688085.0616
2299,臺北市,63000,士林區,63000110,蘭興里,035,63000110-035,士林區蘭興里,A6311-035-00,268314.3199
2300,臺北市,63000,北投區,63000120,福興里,004,63000120-004,北投區福興里,A6312-004-00,351464.2731
2301,臺北市,63000,士林區,63000110,福安里,023,63000110-023,士林區福安里,A6311-023-00,2638501.3487
2302,臺北市,63000,北投區,63000120,榮光里,005,63000120-005,北投區榮光里,A6312-005-00,145464.6545
2303,臺北市,63000,北投區,63000120,吉慶里,014,63000120-014,北投區吉慶里,A6312-014-00,371621.1509
2304,臺北市,63000,內湖區,63000100,碧山里,015,63000100-015,內湖區碧山里,A6310-015-00,3727152.0952
2305,臺北市,63000,北投區,63000120,裕民里,007,63000120-007,北投區裕民里,A6312-007-00,178680.4026
2306,臺北市,63000,士林區,63000110,永福里,043,63000110-043,士林區永福里,A6311-043-00,1477909.4493
2307,臺東縣,10014,池上鄉,10014060,萬安村,008,10014060-008,池上鄉萬安村,A1406-008-00,4611464.3899
2308,臺東縣,10014,池上鄉,10014060,福文村,001,10014060-001,池上鄉福文村,A1406-001-00,8434469.8786
2309,臺東縣,10014,池上鄉,10014060,福原村,005,10014060-005,池上鄉福原村,A1406-005-00,1545938.8242
2310,臺東縣,10014,池上鄉,10014060,慶豐村,002,10014060-002,池上鄉慶豐村,A1406-002-00,2216035.0529
2311,臺東縣,10014,池上鄉,10014060,錦園村,006,10014060-006,池上鄉錦園村,A1406-006-00,8766860.5634
2312,臺東縣,10014,卑南鄉,10014040,太平村,010,10014040-010,卑南鄉太平村,A1404-010-00,6394340.2505
2313,臺東縣,10014,卑南鄉,10014040,利吉村,002,10014040-002,卑南鄉利吉村,A1404-002-00,13734499.7452
2314,臺東縣,10014,卑南鄉,10014040,利嘉村,011,10014040-011,卑南鄉利嘉村,A1404-011-00,47149398.7838
2315,臺東縣,10014,卑南鄉,10014040,明峰村,005,10014040-005,卑南鄉明峰村,A1404-005-00,21835238.2971
2316,臺東縣,10014,卑南鄉,10014040,東興村,012,10014040-012,卑南鄉東興村,A1404-012-00,88774430.3137
2317,臺東縣,10014,卑南鄉,10014040,初鹿村,006,10014040-006,卑南鄉初鹿村,A1404-006-00,10065698.8483
2318,臺東縣,10014,卑南鄉,10014040,美農村,007,10014040-007,卑南鄉美農村,A1404-007-00,12516661.9551
2319,臺東縣,10014,卑南鄉,10014040,富源村,004,10014040-004,卑南鄉富源村,A1404-004-00,18340909.1042
2320,臺東縣,10014,卑南鄉,10014040,溫泉村,013,10014040-013,卑南鄉溫泉村,A1404-013-00,147995800.177
2321,臺東縣,10014,卑南鄉,10014040,嘉豐村,001,10014040-001,卑南鄉嘉豐村,A1404-001-00,9609622.4086
2322,臺東縣,10014,卑南鄉,10014040,賓朗村,008,10014040-008,卑南鄉賓朗村,A1404-008-00,14670548.4694
2323,臺東縣,10014,延平鄉,10014130,永康村,002,10014130-002,延平鄉永康村,A1413-002-00,35611851.2635
2324,臺東縣,10014,延平鄉,10014130,鸞山村,004,10014130-004,延平鄉鸞山村,A1413-004-00,26206649.8235
2325,臺東縣,10014,東河鄉,10014070,北源村,001,10014070-001,東河鄉北源村,A1407-001-00,57676608.9943
2326,臺東縣,10014,東河鄉,10014070,尚德村,004,10014070-004,東河鄉尚德村,A1407-004-00,27963712.1053
2327,臺東縣,10014,東河鄉,10014070,東河村,003,10014070-003,東河鄉東河村,A1407-003-00,10321578.8284
2328,臺東縣,10014,東河鄉,10014070,泰源村,002,10014070-002,東河鄉泰源村,A1407-002-00,59345910.2651
2329,臺東縣,10014,東河鄉,10014070,都蘭村,007,10014070-007,東河鄉都蘭村,A1407-007-00,32311110.2598
2330,臺東縣,10014,東河鄉,10014070,隆昌村,005,10014070-005,東河鄉隆昌村,A1407-005-00,9750244.4768
2331,臺東縣,10014,東河鄉,10014070,興昌村,006,10014070-006,東河鄉興昌村,A1407-006-00,17750084.4531
2332,臺東縣,10014,金峰鄉,10014140,正興村,002,10014140-002,金峰鄉正興村,A1414-002-00,202661.4577
2333,臺東縣,10014,金峰鄉,10014140,嘉蘭村,003,10014140-003,金峰鄉嘉蘭村,A1414-003-00,186000027.161
2334,臺東縣,10014,金峰鄉,10014140,賓茂村,004,10014140-004,金峰鄉賓茂村,A1414-004-00,142076.7227
2335,臺東縣,10014,金峰鄉,10014140,歷坵村,005,10014140-005,金峰鄉歷坵村,A1414-005-00,195681626.212
2336,臺東縣,10014,長濱鄉,10014080,三間村,002,10014080-002,長濱鄉三間村,A1408-002-00,34825411.587
2337,臺東縣,10014,長濱鄉,10014080,竹湖村,005,10014080-005,長濱鄉竹湖村,A1408-005-00,17380148.6633
2338,臺東縣,10014,長濱鄉,10014080,長濱村,004,10014080-004,長濱鄉長濱村,A1408-004-00,10058524.3597
2339,臺東縣,10014,長濱鄉,10014080,寧埔村,006,10014080-006,長濱鄉寧埔村,A1408-006-00,36268493.6566
2340,臺東縣,10014,長濱鄉,10014080,樟原村,001,10014080-001,長濱鄉樟原村,A1408-001-00,29714627.8229
2341,臺東縣,10014,海端鄉,10014120,利稻村,003,10014120-003,海端鄉利稻村,A1412-003-00,374889230.753
2342,臺東縣,10014,海端鄉,10014120,崁頂村,005,10014120-005,海端鄉崁頂村,A1412-005-00,102968239.775
2343,臺東縣,10014,海端鄉,10014120,海端村,004,10014120-004,海端鄉海端村,A1412-004-00,27112790.3636
2344,臺東縣,10014,海端鄉,10014120,廣原村,001,10014120-001,海端鄉廣原村,A1412-001-00,30648942.0941
2345,臺東縣,10014,海端鄉,10014120,霧鹿村,002,10014120-002,海端鄉霧鹿村,A1412-002-00,192520263.894
2346,臺東縣,10014,鹿野鄉,10014050,瑞隆村,005,10014050-005,鹿野鄉瑞隆村,A1405-005-00,12899877.1468
2347,臺東縣,10014,鹿野鄉,10014050,瑞豐村,002,10014050-002,鹿野鄉瑞豐村,A1405-002-00,6400933.7985
2348,臺東縣,10014,臺東市,10014010,建業里,044,10014010-044,臺東市建業里,A1401-044-00,1286438.6078
2349,臺東縣,10014,臺東市,10014010,建農里,046,10014010-046,臺東市建農里,A1401-046-00,17245927.4438
2350,臺東縣,10014,臺東市,10014010,建興里,043,10014010-043,臺東市建興里,A1401-043-00,2299185.6618
2351,臺東縣,10014,臺東市,10014010,馬蘭里,010,10014010-010,臺東市馬蘭里,A1401-010-00,364931.2224
2352,臺東縣,10014,臺東市,10014010,康樂里,035,10014010-035,臺東市康樂里,A1401-035-00,9778104.7955
2353,臺東縣,10014,臺東市,10014010,強國里,016,10014010-016,臺東市強國里,A1401-016-00,93324.9807
2354,臺東縣,10014,臺東市,10014010,富岡里,001,10014010-001,臺東市富岡里,A1401-001-00,5283869.2667
2355,臺東縣,10014,臺東市,10014010,富豐里,002,10014010-002,臺東市富豐里,A1401-002-00,9375643.7127
2356,臺東縣,10014,臺東市,10014010,復國里,025,10014010-025,臺東市復國里,A1401-025-00,115619.6985
2357,臺東縣,10014,臺東市,10014010,復興里,027,10014010-027,臺東市復興里,A1401-027-00,151001.3958
2358,臺東縣,10014,臺東市,10014010,新生里,007,10014010-007,臺東市新生里,A1401-007-00,2302526.0183
2359,臺東縣,10014,臺東市,10014010,新園里,029,10014010-029,臺東市新園里,A1401-029-00,3641979.4813
2360,臺東縣,10014,臺東市,10014010,新興里,037,10014010-037,臺東市新興里,A1401-037-00,903823.6877
2361,臺東縣,10014,臺東市,10014010,興國里,026,10014010-026,臺東市興國里,A1401-026-00,55206.9261
2362,臺東縣,10014,臺東市,10014010,豐田里,030,10014010-030,臺東市豐田里,A1401-030-00,4411537.938
2363,臺東縣,10014,臺東市,10014010,豐年里,031,10014010-031,臺東市豐年里,A1401-031-00,2982752.1531
2364,臺東縣,10014,臺東市,10014010,永樂里,034,10014010-034,臺東市永樂里,A1401-034-00,2583137.0296
2365,臺東縣,10014,鹿野鄉,10014050,瑞和村,001,10014050-001,鹿野鄉瑞和村,A1405-001-00,17876772.7457
2366,臺東縣,10014,鹿野鄉,10014050,龍田村,007,10014050-007,鹿野鄉龍田村,A1405-007-00,5452609.3722
2367,臺東縣,10014,達仁鄉,10014150,土坂村,002,10014150-002,達仁鄉土坂村,A1415-002-00,88810436.8936
2368,臺東縣,10014,達仁鄉,10014150,台坂村,001,10014150-001,達仁鄉台坂村,A1415-001-00,21300433.9984
2369,臺東縣,10014,達仁鄉,10014150,安朔村,004,10014150-004,達仁鄉安朔村,A1415-004-00,54650088.8232
2370,臺東縣,10014,達仁鄉,10014150,南田村,006,10014150-006,達仁鄉南田村,A1415-006-00,17116694.0018
2371,臺東縣,10014,達仁鄉,10014150,森永村,005,10014150-005,達仁鄉森永村,A1415-005-00,14411790.1279
2372,臺東縣,10014,達仁鄉,10014150,新化村,003,10014150-003,達仁鄉新化村,A1415-003-00,124265274.57
2373,臺東縣,10014,綠島鄉,10014110,中寮村,002,10014110-002,綠島鄉中寮村,A1411-002-00,1689773.4974
2374,臺東縣,10014,綠島鄉,10014110,公舘村,001,10014110-001,綠島鄉公舘村,A1411-001-00,10212891.759
2375,臺東縣,10014,綠島鄉,10014110,南寮村,003,10014110-003,綠島鄉南寮村,A1411-003-00,4389054.4766
2376,臺東縣,10014,臺東市,10014010,大同里,021,10014010-021,臺東市大同里,A1401-021-00,72328.073
2377,臺東縣,10014,臺東市,10014010,中山里,024,10014010-024,臺東市中山里,A1401-024-00,58076.6743
2378,臺東縣,10014,臺東市,10014010,中心里,011,10014010-011,臺東市中心里,A1401-011-00,362235.1794
2379,臺東縣,10014,臺東市,10014010,中正里,020,10014010-020,臺東市中正里,A1401-020-00,120326.9719
2380,臺東縣,10014,臺東市,10014010,仁愛里,019,10014010-019,臺東市仁愛里,A1401-019-00,84226.5535
2381,臺東縣,10014,臺東市,10014010,文化里,023,10014010-023,臺東市文化里,A1401-023-00,182405.1568
2382,臺東縣,10014,臺東市,10014010,四維里,014,10014010-014,臺東市四維里,A1401-014-00,425517.3867
2383,臺東縣,10014,臺東市,10014010,民生里,008,10014010-008,臺東市民生里,A1401-008-00,363813.8789
2384,臺東縣,10014,臺東市,10014010,民權里,018,10014010-018,臺東市民權里,A1401-018-00,144220.4375
2385,臺東縣,10014,臺東市,10014010,光明里,032,10014010-032,臺東市光明里,A1401-032-00,901421.731
2386,臺東縣,10014,臺東市,10014010,成功里,022,10014010-022,臺東市成功里,A1401-022-00,155917.1266
2387,臺東縣,10014,臺東市,10014010,自強里,012,10014010-012,臺東市自強里,A1401-012-00,430615.1105
2388,臺東縣,10014,臺東市,10014010,卑南里,005,10014010-005,臺東市卑南里,A1401-005-00,1507552.2597
2389,臺東縣,10014,臺東市,10014010,岩灣里,003,10014010-003,臺東市岩灣里,A1401-003-00,2750931.9622
2390,臺東縣,10014,臺東市,10014010,東海里,036,10014010-036,臺東市東海里,A1401-036-00,802469.7549
2391,臺東縣,10014,臺東市,10014010,知本里,045,10014010-045,臺東市知本里,A1401-045-00,5083587.5466
2392,臺東縣,10014,臺東市,10014010,南王里,004,10014010-004,臺東市南王里,A1401-004-00,3871673.8094
2393,臺東縣,10014,臺東市,10014010,南榮里,006,10014010-006,臺東市南榮里,A1401-006-00,4862847.8659
2394,臺東縣,10014,臺東市,10014010,建和里,042,10014010-042,臺東市建和里,A1401-042-00,5270786.2977
2395,臺東縣,10014,臺東市,10014010,建國里,017,10014010-017,臺東市建國里,A1401-017-00,1741430.9396
2396,臺北市,63000,北投區,63000120,開明里,029,63000120-029,北投區開明里,A6312-029-00,397888.5066
2397,臺北市,63000,北投區,63000120,稻香里,035,63000120-035,北投區稻香里,A6312-035-00,1081450.9397
2398,臺北市,63000,士林區,63000110,溪山里,049,63000110-049,士林區溪山里,A6311-049-00,10172746.3218
2399,臺北市,63000,士林區,63000110,陽明里,046,63000110-046,士林區陽明里,A6311-046-00,2178970.7668
2400,臺北市,63000,北投區,63000120,秀山里,032,63000120-032,北投區秀山里,A6312-032-00,1163849.7541
2401,臺北市,63000,北投區,63000120,湖山里,040,63000120-040,北投區湖山里,A6312-040-00,3725722.1299
2402,臺北市,63000,北投區,63000120,泉源里,039,63000120-039,北投區泉源里,A6312-039-00,5095321.572
2403,臺北市,63000,士林區,63000110,平等里,048,63000110-048,士林區平等里,A6311-048-00,6422422.5331
2404,臺北市,63000,北投區,63000120,大屯里,041,63000120-041,北投區大屯里,A6312-041-00,4455912.2089
2405,臺北市,63000,士林區,63000110,菁山里,047,63000110-047,士林區菁山里,A6311-047-00,11700678.6066
2406,臺北市,63000,北投區,63000120,湖田里,042,63000120-042,北投區湖田里,A6312-042-00,16375694.2635
2407,臺東縣,10014,大武鄉,10014100,大竹村,001,10014100-001,大武鄉大竹村,A1410-001-00,19525969.4136
2408,臺東縣,10014,大武鄉,10014100,大武村,003,10014100-003,大武鄉大武村,A1410-003-00,6823059.0001
2409,臺東縣,10014,大武鄉,10014100,大鳥村,002,10014100-002,大武鄉大鳥村,A1410-002-00,18893963.9589
2410,臺東縣,10014,大武鄉,10014100,尚武村,004,10014100-004,大武鄉尚武村,A1410-004-00,9063105.5081
2411,臺東縣,10014,大武鄉,10014100,南興村,005,10014100-005,大武鄉南興村,A1410-005-00,8283913.3571
2412,臺東縣,10014,太麻里鄉,10014090,三和村,002,10014090-002,太麻里鄉三和村,A1409-002-00,7333312.6353
2413,臺東縣,10014,太麻里鄉,10014090,大王村,006,10014090-006,太麻里鄉大王村,A1409-006-00,10703091.0235
2414,臺東縣,10014,太麻里鄉,10014090,多良村,009,10014090-009,太麻里鄉多良村,A1409-009-00,21505175.2347
2415,臺東縣,10014,太麻里鄉,10014090,金崙村,008,10014090-008,太麻里鄉金崙村,A1409-008-00,21879318.5428
2416,臺東縣,10014,太麻里鄉,10014090,美和村,001,10014090-001,太麻里鄉美和村,A1409-001-00,12474020.5521
2417,臺東縣,10014,太麻里鄉,10014090,香蘭村,007,10014090-007,太麻里鄉香蘭村,A1409-007-00,9306884.9083
2418,臺東縣,10014,卑南鄉,10014040,富山村,003,10014040-003,卑南鄉富山村,A1404-003-00,7006495.7463
2419,臺東縣,10014,鹿野鄉,10014050,瑞源村,003,10014050-003,鹿野鄉瑞源村,A1405-003-00,14598401.0045
2420,臺東縣,10014,延平鄉,10014130,紅葉村,003,10014130-003,延平鄉紅葉村,A1413-003-00,328205853.684
