ivid,blue,green
YUN-090-010,413,832
YUN-090-009,245,507
YUN-090-011,488,690
YUN-090-012,320,705
YUN-090-013,281,636
YUN-090-014,322,839
YUN-100-001,325,422
YUN-100-002,922,1381
YUN-100-003,488,949
YUN-100-004,168,223
YUN-100-005,195,397
YUN-100-006,669,1153
YUN-100-007,156,309
YUN-100-008,324,484
YUN-100-009,313,428
YUN-100-010,369,862
YUN-010-003,199,238
YUN-010-004,203,202
YUN-010-005,191,264
YUN-010-006,258,311
YUN-010-007,219,267
YUN-010-033,916,927
YUN-010-032,1304,1173
YUN-010-008,1160,946
YUN-010-037,696,763
YUN-010-010,743,785
YUN-010-036,621,543
YUN-010-001,411,466
YUN-010-002,326,384
YUN-010-009,818,934
YUN-010-034,747,646
YUN-010-014,520,781
YUN-010-013,1114,1089
YUN-010-038,652,680
YUN-010-012,1079,920
YUN-010-035,654,690
YUN-010-011,362,520
YUN-010-019,271,413
YUN-010-018,647,542
YUN-010-015,221,196
YUN-010-016,428,691
YUN-010-017,92,260
YUN-010-020,544,737
YUN-010-023,1351,1527
YUN-010-022,1003,1360
YUN-010-021,392,638
YUN-010-026,927,1424
YUN-010-027,186,427
YUN-010-028,362,591
YUN-010-024,479,741
YUN-010-025,317,529
YUN-010-030,601,992
YUN-010-029,687,936
YUN-010-031,194,515
YUN-080-001,175,343
YUN-080-009,107,380
YUN-080-010,144,268
YUN-080-011,255,560
YUN-080-002,508,959
YUN-080-003,234,527
YUN-080-004,159,538
YUN-080-007,303,599
YUN-080-005,363,866
YUN-080-006,374,856
YUN-080-008,241,574
YUN-080-012,204,347
YUN-080-013,126,334
YUN-080-014,146,371
YUN-080-015,166,383
YUN-020-001,280,446
YUN-020-002,1284,1504
YUN-020-003,506,686
YUN-020-004,371,413
YUN-020-005,295,423
YUN-020-007,230,532
YUN-020-008,172,399
YUN-020-022,145,429
YUN-020-009,215,425
YUN-020-010,129,352
YUN-020-011,231,536
YUN-020-012,339,654
YUN-020-006,422,910
YUN-020-016,1091,1792
YUN-020-017,178,380
YUN-020-018,216,299
YUN-020-019,217,335
YUN-020-020,263,775
YUN-020-013,214,407
YUN-020-014,497,1105
YUN-020-015,396,918
YUN-020-021,209,762
YUN-070-007,340,858
YUN-070-006,268,628
YUN-070-005,894,931
YUN-070-004,320,495
YUN-070-003,232,481
YUN-070-001,268,444
YUN-070-002,229,326
YUN-070-017,448,592
YUN-070-018,444,640
YUN-070-019,287,500
YUN-070-020,130,264
YUN-070-010,374,658
YUN-070-015,366,714
YUN-070-016,78,329
YUN-070-012,304,514
YUN-070-009,62,129
YUN-070-008,113,314
YUN-070-011,148,486
YUN-070-013,107,183
YUN-070-014,120,267
CYQ-010-001,665,700
CYQ-010-002,171,192
CYQ-010-003,393,660
CYQ-010-004,477,647
CYQ-010-005,469,417
CYQ-010-006,271,411
CYQ-010-007,332,318
CYQ-010-018,560,594
CYQ-010-008,334,454
CYQ-010-009,242,551
CYQ-010-010,471,710
CYQ-010-011,214,238
CYQ-010-012,216,136
CYQ-010-013,404,981
CYQ-010-014,541,1123
CYQ-010-015,221,561
CYQ-010-016,350,762
CYQ-010-017,128,234
CYQ-110-001,118,270
CYQ-110-002,179,324
CYQ-110-003,489,463
CYQ-110-004,464,473
CYQ-110-005,175,181
CYQ-110-006,338,499
CYQ-110-007,154,236
CYQ-110-008,233,437
CYQ-110-009,369,448
CYQ-110-010,436,285
CYQ-110-011,345,343
CYQ-110-012,357,362
CYQ-110-013,450,587
CYQ-110-014,482,704
CYQ-110-015,268,207
CYQ-120-001,1129,1139
CYQ-120-002,797,864
CYQ-120-006,495,548
CYQ-120-007,598,648
CYQ-120-008,585,529
CYQ-120-009,146,150
CYQ-120-003,474,685
CYQ-120-004,662,853
CYQ-120-005,264,386
CYQ-120-013,527,817
CYQ-120-014,350,458
CYQ-120-010,269,182
CYQ-120-011,213,148
CYQ-120-012,383,526
CYQ-120-017,636,456
CYQ-120-015,509,722
CYQ-120-016,456,800
CYQ-120-025,320,433
CYQ-120-018,991,1288
CYQ-120-019,871,1015
CYQ-120-026,264,325
CYQ-120-021,600,623
CYQ-120-020,611,623
CYQ-120-022,243,353
CYQ-120-023,260,387
CYQ-120-024,338,532
CYQ-050-001,635,815
CYQ-050-002,511,675
CYQ-050-003,753,1344
CYQ-050-004,475,1053
CYQ-050-005,315,799
CYQ-050-006,579,742
CYQ-050-007,333,637
CYQ-050-008,310,890
CYQ-050-009,233,342
CYQ-050-010,218,349
CYQ-050-011,229,403
CYQ-050-012,561,834
CYQ-050-013,234,461
CYQ-050-014,158,243
CYQ-050-015,230,408
CYQ-050-022,1091,1777
CYQ-050-023,548,798
CYQ-050-028,1317,1876
CYQ-050-024,726,811
CYQ-050-025,560,1029
CYQ-050-026,439,668
CYQ-050-016,566,665
CYQ-050-017,658,874
CYQ-050-027,801,1092
CYQ-050-018,544,733
CYQ-050-019,633,855
CYQ-050-020,1126,1517
CYQ-050-021,267,662
CYQ-070-001,582,818
CYQ-070-002,320,742
CYQ-070-003,346,708
CYQ-070-004,439,651
CYQ-070-005,225,665
CYQ-070-006,305,836
CYQ-070-007,255,908
CYQ-070-008,277,417
CYQ-070-013,326,921
CYQ-070-014,317,771
CYQ-070-015,356,707
CYQ-070-018,250,419
CYQ-070-017,273,481
CYQ-070-016,326,471
CYQ-070-019,262,470
CYQ-070-020,256,612
CYQ-070-021,278,491
CYQ-070-022,126,283
CYQ-070-023,204,406
CYQ-070-009,111,301
CYQ-070-010,111,613
CYQ-070-011,108,287
CYQ-070-012,174,196
CYQ-040-001,163,211
CYQ-040-002,571,786
CYQ-040-003,345,382
CYQ-040-004,1662,2017
CYQ-040-005,227,571
CYQ-040-006,415,673
CYQ-040-007,115,372
CYQ-040-008,131,381
CYQ-040-009,231,302
CYQ-040-010,95,52
CYQ-040-011,569,671
CYQ-040-012,443,606
CYQ-040-013,457,615
CYQ-040-014,281,319
CYQ-040-015,272,838
CYQ-040-016,632,810
CYQ-040-017,245,506
CYQ-040-018,265,247
CYQ-040-019,336,247
CYQ-040-020,296,289
CYQ-040-021,237,379
CYQ-060-001,354,701
CYQ-060-002,173,325
CYQ-060-003,105,344
CYQ-060-006,137,451
CYQ-060-007,127,485
CYQ-060-008,175,652
CYQ-060-009,207,526
CYQ-060-010,250,514
CYQ-060-004,207,540
CYQ-060-005,119,435
CYQ-060-011,264,709
CYQ-060-012,183,556
CYQ-060-013,143,385
CYQ-060-014,174,457
CYQ-150-001,695,1037
CYQ-150-002,349,398
CYQ-150-004,1277,1841
CYQ-150-003,206,225
CYQ-150-005,194,177
CYQ-150-008,270,232
CYQ-150-010,268,219
CYQ-150-009,542,713
CYQ-150-011,314,371
CYQ-150-006,164,232
CYQ-150-007,116,198
CYQ-150-012,186,178
CYQ-150-014,188,115
CYQ-150-018,99,202
CYQ-150-013,91,110
CYQ-150-015,239,298
CYQ-150-016,334,195
CYQ-150-017,314,441
CYQ-020-001,670,673
CYQ-020-002,693,797
CYQ-020-003,255,536
CYQ-020-004,142,200
CYQ-020-005,213,251
CYQ-020-006,243,274
CYQ-020-007,227,349
CYQ-020-008,600,685
CYQ-020-009,826,1016
CYQ-020-010,1380,1503
CYQ-020-011,256,292
CYQ-020-012,261,243
CYQ-020-013,284,355
CYQ-020-014,281,549
CYQ-020-015,310,406
CYQ-020-016,1026,1162
CYQ-020-017,811,902
CYQ-020-018,227,325
CYQ-020-019,316,417
CYQ-020-020,247,500
CYQ-020-022,220,391
CYQ-020-021,97,102
CYQ-020-023,225,362
CYQ-020-024,233,324
CYQ-020-025,228,579
CYQ-020-026,307,671
CYQ-020-027,95,298
CYQ-080-001,442,496
CYQ-080-002,272,319
CYQ-080-003,253,389
CYQ-080-004,125,56
CYQ-080-005,387,501
CYQ-080-006,450,428
CYQ-080-007,231,385
CYQ-080-008,147,312
CYQ-080-009,190,303
CYQ-080-019,328,674
CYQ-080-020,159,305
CYQ-080-010,178,335
CYQ-080-011,311,439
CYQ-080-012,363,291
CYQ-080-013,292,448
CYQ-080-014,473,593
CYQ-080-015,151,290
CYQ-080-016,126,216
CYQ-080-017,193,269
CYQ-080-018,244,322
CYQ-080-021,227,338
CYQ-080-022,137,232
CYQ-080-023,190,287
CYQ-080-024,167,395
CYQ-080-025,154,221
CYQ-090-001,604,707
CYQ-090-002,309,374
CYQ-090-004,679,564
CYQ-090-003,568,439
CYQ-090-005,464,429
CYQ-090-006,300,230
CYQ-090-007,168,140
CYQ-090-008,464,199
CYQ-090-009,317,467
CYQ-090-010,211,352
CYQ-090-011,145,156
CYQ-090-012,389,301
CYQ-090-022,151,78
CYQ-090-023,459,495
CYQ-090-013,374,595
CYQ-090-014,333,326
CYQ-090-015,198,331
CYQ-090-016,294,331
CYQ-090-017,225,288
CYQ-090-018,337,457
CYQ-090-019,356,347
CYQ-090-020,488,455
CYQ-090-021,329,269
CYQ-030-001,268,218
CYQ-030-002,155,163
CYQ-030-003,780,694
CYQ-030-004,451,464
CYQ-030-005,621,722
CYQ-030-006,327,401
CYQ-030-007,237,288
CYQ-030-008,273,341
CYQ-030-019,473,497
CYQ-030-021,528,644
CYQ-030-020,414,723
CYQ-030-022,242,213
CYQ-030-023,261,337
CYQ-030-013,380,445
CYQ-030-014,718,760
CYQ-030-015,94,137
CYQ-030-016,200,116
CYQ-030-017,130,125
CYQ-030-018,292,320
CYQ-030-009,298,521
CYQ-030-010,479,509
CYQ-030-011,943,972
CYQ-030-012,422,471
CYQ-100-001,311,303
CYQ-100-002,623,606
CYQ-100-003,536,455
CYQ-100-004,432,295
CYQ-100-005,310,280
CYQ-100-006,495,545
CYQ-100-007,148,206
CYQ-100-008,244,129
CYQ-100-009,373,264
CYQ-100-010,193,147
CYQ-100-011,226,144
CYQ-100-012,235,231
CYQ-100-013,563,669
CYQ-100-014,346,347
CYQ-100-015,324,389
CYQ-100-016,281,360
CYQ-100-017,184,196
CYQ-100-018,213,247
CYQ-100-019,302,345
CYQ-100-020,160,179
CYQ-100-021,239,273
CYQ-100-022,250,341
CYQ-130-001,499,752
CYQ-130-002,307,348
CYQ-130-003,314,262
CYQ-130-004,168,491
CYQ-130-005,362,628
CYQ-130-006,758,1084
CYQ-130-007,858,1171
CYQ-130-008,2033,2192
CYQ-130-009,1534,2078
CYQ-130-010,680,648
CYQ-130-011,367,668
CYQ-130-012,653,868
CYQ-130-013,337,434
CYQ-130-014,462,521
CYQ-130-015,245,507
CYQ-130-016,485,1023
CYQ-130-020,254,338
CYQ-130-019,212,266
CYQ-130-017,230,340
CYQ-130-018,360,491
CYQ-130-021,109,177
CYQ-130-022,164,94
CYQ-140-001,770,1040
CYQ-140-002,575,954
CYQ-140-003,225,348
CYQ-140-004,187,505
CYQ-140-005,318,665
CYQ-140-006,149,288
CYQ-140-007,229,527
CYQ-140-008,1206,2256
CYQ-140-009,394,540
CYQ-140-010,452,578
CYQ-140-011,458,743
CYQ-140-012,458,902
CYQ-140-014,267,489
CYQ-140-013,215,343
CYQ-140-015,361,325
CYQ-140-016,186,277
CYQ-140-017,379,942
CYQ-140-018,130,403
CYQ-140-019,122,224
CYQ-140-020,473,928
CYQ-140-021,352,350
CYQ-140-022,79,109
CYQ-140-023,233,340
CYQ-140-024,249,313
CYQ-160-001,274,494
CYQ-160-002,138,153
CYQ-160-003,232,330
CYQ-160-004,456,802
CYQ-160-005,239,378
CYQ-160-006,266,319
CYQ-160-007,204,470
CYQ-160-008,206,330
CYQ-160-009,301,365
CYQ-160-010,207,184
CYQ-160-011,125,166
CYQ-170-001,485,454
CYQ-170-002,271,181
CYQ-170-003,202,136
CYQ-170-004,372,228
CYQ-170-005,238,159
CYQ-180-001,142,50
CYQ-180-002,80,19
CYQ-180-003,67,17
CYQ-180-004,74,93
CYQ-180-006,74,123
CYQ-180-005,127,93
CYQ-180-008,348,177
CYQ-180-007,383,129
CYQ-180-009,114,45
CYQ-180-010,241,84
CYQ-180-011,126,53
CYQ-180-012,88,103
PIF-010-006,273,606
PIF-010-001,366,551
PIF-010-002,321,257
PIF-010-012,646,1147
PIF-010-008,279,631
PIF-010-010,147,377
PIF-010-017,307,699
PIF-010-013,265,556
PIF-010-018,262,557
PIF-010-020,409,500
PIF-010-021,239,357
PIF-010-026,2600,2949
PIF-010-025,1057,1354
PIF-010-023,622,937
PIF-010-024,982,1251
PIF-010-022,486,672
PIF-010-030,1825,2336
PIF-010-028,172,572
PIF-010-027,294,810
PIF-010-029,241,624
PIF-010-055,870,1140
PIF-010-053,1986,2550
PIF-010-081,1254,304
PIF-010-047,544,177
PIF-010-057,220,190
PIF-010-048,658,69
PIF-010-049,361,866
PIF-010-050,303,403
PIF-010-056,403,899
PIF-010-054,643,1270
PIF-010-051,210,625
PIF-010-041,526,1021
PIF-010-042,377,654
PIF-010-031,1244,1905
PIF-010-032,97,288
PIF-010-045,260,498
PIF-010-046,369,742
PIF-010-043,579,926
PIF-010-044,294,773
PIF-010-034,177,414
PIF-010-035,200,331
PIF-010-037,187,324
PIF-010-033,594,1321
PIF-010-036,635,555
PIF-010-039,160,309
PIF-010-040,1612,2449
PIF-010-073,2982,2653
PIF-010-075,2929,2146
PIF-010-066,658,622
PIF-010-074,632,304
PIF-010-071,611,728
PIF-010-065,1441,1226
PIF-010-059,562,738
PIF-010-060,1404,1566
PIF-010-067,743,915
PIF-010-076,344,560
PIF-010-077,212,447
PIF-010-078,250,511
PIF-010-069,1544,1804
PIF-010-068,613,988
PIF-010-064,1178,1268
PIF-010-063,273,305
PIF-010-061,402,550
PIF-010-080,283,748
PIF-010-079,224,455
PIF-010-070,659,871
PIF-020-001,144,209
PIF-020-005,968,1576
PIF-020-002,129,330
PIF-020-004,209,449
PIF-020-003,265,499
PIF-020-006,134,437
PIF-020-007,1115,1732
PIF-020-008,1263,2253
PIF-020-009,395,777
PIF-020-010,223,506
PIF-020-011,395,895
PIF-020-012,507,750
PIF-020-013,1317,2165
PIF-020-014,353,457
PIF-020-015,300,476
PIF-020-016,188,364
PIF-020-017,153,166
PIF-020-018,292,783
PIF-020-019,350,686
PIF-020-020,373,879
PIF-020-021,355,625
PIF-030-001,511,924
PIF-030-002,126,240
PIF-030-003,99,193
PIF-030-004,176,262
PIF-030-005,138,213
PIF-030-019,1721,2835
PIF-030-020,206,372
PIF-030-006,215,256
PIF-030-007,398,777
PIF-030-008,197,374
PIF-030-009,302,553
PIF-030-010,135,301
PIF-030-011,280,586
PIF-030-012,457,815
PIF-030-013,631,1188
PIF-030-014,466,738
PIF-030-015,535,716
PIF-030-016,1094,1696
PIF-030-017,408,895
PIF-030-018,440,646
PIF-030-021,244,465
PIF-030-022,285,160
PIF-030-023,111,29
PIF-040-001,258,239
PIF-040-002,495,572
PIF-040-003,258,300
PIF-040-004,821,893
PIF-040-005,550,691
PIF-040-006,176,214
PIF-040-007,115,150
PIF-040-008,103,143
PIF-040-009,182,327
PIF-040-010,180,249
PIF-040-011,262,279
PIF-040-012,335,513
PIF-040-013,462,515
PIF-040-014,352,315
PIF-040-015,374,352
PIF-040-016,313,362
PIF-040-017,287,288
PIF-050-023,489,560
PIF-050-022,591,834
PIF-050-025,753,707
PIF-050-029,220,180
PIF-050-027,389,507
PIF-050-028,219,430
PIF-050-030,139,133
PIF-050-002,261,335
PIF-050-003,1004,1342
PIF-050-004,130,270
PIF-050-001,153,247
PIF-050-005,406,535
PIF-050-006,622,879
PIF-050-007,448,758
PIF-050-008,476,605
PIF-050-021,372,712
PIF-050-010,201,470
PIF-050-011,437,765
PIF-050-012,397,737
PIF-050-013,362,551
PIF-050-024,334,498
PIF-050-026,355,607
PIF-050-014,222,314
PIF-050-015,280,561
PIF-050-016,424,505
PIF-050-017,279,360
PIF-050-018,473,796
PIF-050-020,321,764
PIF-050-019,378,593
PIF-050-009,536,924
PIF-060-001,516,1011
PIF-060-002,796,1157
PIF-060-003,376,746
PIF-060-004,514,851
PIF-060-005,304,380
PIF-060-009,344,716
PIF-060-010,233,541
PIF-060-011,133,341
PIF-060-008,311,622
PIF-060-006,234,403
PIF-060-007,220,521
PIF-060-014,300,580
PIF-060-013,340,814
PIF-060-015,303,434
PIF-060-012,423,1062
PIF-060-016,310,96
PIF-070-001,401,909
PIF-070-002,191,413
PIF-070-003,295,775
PIF-070-004,481,1111
PIF-070-005,200,547
PIF-070-006,171,404
PIF-070-007,132,312
PIF-080-001,325,806
PIF-080-002,347,639
PIF-080-003,334,751
PIF-080-005,258,542
PIF-080-004,301,592
PIF-080-011,380,647
PIF-080-010,867,1867
PIF-080-006,284,775
PIF-080-008,258,669
PIF-080-007,317,967
PIF-080-009,358,664
PIF-090-001,534,1126
PIF-090-007,226,790
PIF-090-008,282,725
PIF-090-002,299,465
PIF-090-003,164,404
PIF-090-004,224,574
PIF-090-005,390,762
PIF-090-006,278,626
PIF-090-009,321,748
PIF-090-010,394,1255
PIF-090-011,694,599
PIF-090-012,587,606
PIF-090-013,246,331
PIF-090-014,162,160
PIF-100-003,838,552
PIF-100-004,953,812
PIF-100-005,697,591
PIF-100-006,420,278
PIF-100-002,886,1094
PIF-100-007,619,656
PIF-100-009,352,313
PIF-100-001,600,1467
PIF-100-011,975,1352
PIF-100-012,290,409
PIF-100-010,448,636
PIF-100-008,118,289
PIF-110-001,447,1109
PIF-110-002,253,725
PIF-110-003,150,444
PIF-110-004,135,294
PIF-110-005,315,435
PIF-110-006,186,623
PIF-110-007,150,283
PIF-110-008,124,468
PIF-110-009,229,286
PIF-110-010,337,567
PIF-110-011,296,692
PIF-110-012,463,897
PIF-110-013,299,618
PIF-110-014,192,530
PIF-110-015,252,552
PIF-110-016,219,563
PIF-110-017,317,504
PIF-110-018,333,609
PIF-110-019,308,704
PIF-120-001,209,648
PIF-120-002,121,380
PIF-120-003,278,746
PIF-120-004,143,475
PIF-120-005,81,291
PIF-120-006,178,597
PIF-120-007,222,493
PIF-120-008,307,635
PIF-120-010,398,576
PIF-120-009,447,823
PIF-120-011,375,715
PIF-120-012,543,561
PIF-120-013,228,569
PIF-120-014,266,496
PIF-130-001,715,1383
PIF-130-002,640,1136
PIF-130-003,229,699
PIF-130-004,113,277
PIF-130-005,459,953
PIF-130-006,480,1055
PIF-130-007,965,1806
PIF-130-008,536,1063
PIF-130-009,360,789
PIF-130-010,330,875
PIF-130-011,263,716
PIF-130-012,478,1433
PIF-130-013,176,462
PIF-130-014,217,502
PIF-130-015,519,944
PIF-130-016,285,710
PIF-130-017,736,821
PIF-130-018,834,632
PIF-130-019,265,302
PIF-130-020,423,701
PIF-130-021,450,1010
PIF-130-022,307,432
PIF-130-023,203,343
PIF-140-001,367,720
PIF-140-002,150,472
PIF-140-003,184,362
PIF-140-004,140,316
PIF-140-005,304,681
PIF-140-006,248,506
PIF-140-007,137,340
PIF-140-008,77,279
PIF-140-009,610,1276
PIF-140-010,96,270
PIF-140-011,141,324
PIF-140-012,229,390
PIF-140-013,275,461
PIF-140-014,316,513
PIF-140-015,395,442
PIF-150-001,670,906
PIF-150-002,320,527
PIF-150-003,328,455
PIF-150-004,222,358
PIF-150-005,601,727
PIF-150-007,440,572
PIF-150-006,412,377
PIF-160-001,396,401
PIF-160-002,335,224
PIF-160-003,270,430
PIF-160-004,214,280
PIF-160-005,567,643
PIF-160-006,1117,1605
PIF-160-007,613,861
PIF-160-008,507,686
PIF-160-009,689,838
PIF-160-010,161,284
PIF-160-011,316,246
PIF-160-014,864,1078
PIF-160-015,189,219
PIF-160-012,296,315
PIF-160-013,122,157
PIF-170-001,453,881
PIF-170-002,848,1047
PIF-170-003,750,933
PIF-170-004,287,381
PIF-170-005,279,375
PIF-170-006,911,812
PIF-170-007,764,854
PIF-170-012,949,842
PIF-170-013,819,1368
PIF-170-008,452,569
PIF-170-009,735,1016
PIF-170-010,431,863
PIF-170-011,384,714
PIF-170-014,1021,2241
PIF-170-015,667,1110
PIF-180-001,646,1008
PIF-180-002,432,772
PIF-180-004,290,652
PIF-180-003,295,577
PIF-180-005,242,539
PIF-180-006,324,822
PIF-180-007,244,396
PIF-180-008,443,970
PIF-190-001,215,769
PIF-190-002,317,759
PIF-190-004,168,388
PIF-190-005,600,1636
PIF-190-003,240,861
PIF-190-008,200,430
PIF-190-007,228,523
PIF-190-006,411,744
PIF-190-009,798,916
PIF-190-010,229,513
PIF-200-001,388,725
PIF-200-002,246,414
PIF-200-003,97,236
PIF-200-004,270,192
PIF-200-005,266,456
PIF-200-006,238,455
PIF-200-007,261,422
PIF-200-008,168,529
PIF-200-009,173,439
PIF-200-010,102,319
PIF-210-001,285,674
PIF-210-002,355,577
PIF-210-003,169,370
PIF-210-004,313,749
PIF-210-005,263,986
PIF-210-006,320,965
PIF-210-007,223,562
PIF-210-008,156,366
PIF-210-009,233,570
PIF-210-010,180,490
PIF-210-011,273,424
PIF-210-012,700,695
PIF-220-001,626,801
PIF-220-002,402,385
PIF-220-003,374,279
PIF-220-004,643,355
PIF-220-005,389,296
PIF-220-006,339,256
PIF-220-007,510,417
PIF-220-008,288,203
PIF-230-001,351,547
PIF-230-002,94,315
PIF-230-003,162,241
PIF-230-004,158,308
PIF-230-005,107,141
PIF-230-006,239,412
PIF-230-007,269,534
PIF-230-008,80,211
PIF-230-009,130,154
PIF-230-010,159,186
PIF-230-011,106,180
PIF-240-001,493,634
PIF-240-002,174,149
PIF-240-003,514,504
PIF-240-004,400,612
PIF-240-005,138,279
PIF-240-006,540,384
PIF-240-007,91,118
PIF-240-008,147,112
PIF-250-002,706,819
PIF-250-001,405,444
PIF-250-003,316,460
PIF-250-004,252,439
PIF-280-001,185,86
PIF-280-002,406,171
PIF-280-003,602,188
PIF-280-004,327,316
PIF-280-005,193,106
PIF-280-006,1025,438
PIF-290-001,359,200
PIF-290-002,412,161
PIF-290-003,214,173
PIF-290-004,218,55
PIF-290-005,329,77
PIF-290-006,413,75
PIF-300-001,330,312
PIF-300-002,320,67
PIF-300-003,351,125
PIF-300-004,527,170
PIF-300-005,508,153
PIF-300-006,601,101
PIF-300-007,644,123
PIF-310-001,427,64
PIF-310-002,324,66
PIF-310-003,148,43
PIF-310-005,306,45
PIF-310-004,430,65
PIF-310-006,218,34
PIF-320-001,375,149
PIF-320-002,390,127
PIF-320-003,334,123
PIF-320-004,117,35
PIF-320-005,111,73
PIF-320-006,203,81
PIF-320-007,311,60
PIF-320-008,196,38
PIF-330-001,709,349
PIF-330-002,374,96
PIF-330-003,163,101
PIF-330-004,162,55
PIF-330-005,258,163
PIF-330-006,224,85
PIF-260-004,246,146
PIF-260-003,203,199
PIF-260-002,173,78
PIF-260-001,790,295
PIF-260-005,312,196
PIF-260-006,286,140
PIF-260-007,193,73
PIF-260-008,204,115
PIF-260-009,336,153
PIF-260-010,382,112
PIF-270-003,54,31
PIF-270-002,143,43
PIF-270-004,170,129
PIF-270-005,165,81
PIF-270-006,135,177
TTT-010-023,211,254
TTT-010-013,400,526
TTT-010-012,1105,1205
TTT-010-008,795,1012
TTT-010-009,239,302
TTT-010-018,253,286
TTT-010-014,207,153
TTT-010-015,440,570
TTT-010-019,242,241
TTT-010-016,187,240
TTT-010-021,221,296
TTT-010-022,213,332
TTT-010-017,382,476
TTT-010-020,216,323
TTT-010-024,197,295
TTT-010-026,195,303
TTT-010-028,113,162
TTT-010-036,791,942
TTT-010-025,223,215
TTT-010-027,138,125
TTT-010-037,311,319
TTT-010-007,1627,1845
TTT-010-011,803,908
TTT-010-010,794,851
TTT-010-032,614,621
TTT-010-031,766,699
TTT-010-033,426,437
TTT-010-034,514,594
TTT-010-035,372,503
TTT-010-038,2011,2037
TTT-010-039,1374,1288
TTT-010-040,563,838
TTT-010-041,266,466
TTT-010-001,528,410
TTT-010-002,261,197
TTT-010-006,722,585
TTT-010-003,445,407
TTT-010-005,635,989
TTT-010-004,770,694
TTT-010-030,481,715
TTT-010-029,399,453
TTT-010-042,444,343
TTT-010-043,230,391
TTT-010-044,353,436
TTT-010-045,378,419
TTT-010-046,592,345
TTT-020-008,529,357
TTT-020-007,236,122
TTT-020-006,582,387
TTT-020-005,344,370
TTT-020-004,826,606
TTT-020-003,485,267
TTT-020-002,349,211
TTT-020-001,212,107
TTT-030-005,546,476
TTT-030-004,256,314
TTT-030-003,240,270
TTT-030-002,338,331
TTT-030-007,217,200
TTT-030-001,567,435
TTT-030-006,219,111
TTT-040-008,545,646
TTT-040-007,209,326
TTT-040-006,417,407
TTT-040-005,288,392
TTT-040-001,154,106
TTT-040-010,875,667
TTT-040-009,342,229
TTT-040-011,385,218
TTT-040-012,401,176
TTT-040-013,221,378
TTT-040-003,127,146
TTT-040-004,71,150
TTT-040-002,122,99
TTT-050-006,320,334
TTT-050-007,291,393
TTT-050-004,435,360
TTT-050-005,315,211
TTT-050-003,261,207
TTT-050-001,190,161
TTT-050-002,189,406
TTT-060-005,586,606
TTT-060-001,392,328
TTT-060-002,251,200
TTT-060-003,118,60
TTT-060-004,270,206
TTT-060-007,252,238
TTT-060-006,118,99
TTT-060-008,85,122
TTT-060-009,147,89
TTT-060-010,139,72
TTT-070-007,708,653
TTT-070-006,300,296
TTT-070-005,200,136
TTT-070-003,343,244
TTT-070-002,467,277
TTT-070-001,505,381
TTT-070-004,106,61
TTT-080-006,561,233
TTT-080-005,339,205
TTT-080-004,677,560
TTT-080-003,184,132
TTT-080-002,87,70
TTT-080-001,243,151
TTT-090-001,330,439
TTT-090-002,197,230
TTT-090-003,162,293
TTT-090-004,151,222
TTT-090-006,539,500
TTT-090-005,439,519
TTT-090-007,212,246
TTT-090-008,604,308
TTT-090-009,310,165
TTT-100-005,298,174
TTT-100-004,497,566
TTT-100-003,663,459
TTT-100-002,620,190
TTT-100-001,446,213
TTT-110-003,451,349
TTT-110-002,433,259
TTT-110-001,341,151
TTT-120-006,261,59
TTT-120-005,269,80
TTT-120-004,302,260
TTT-120-001,326,91
TTT-120-002,119,53
TTT-120-003,81,73
TTT-130-005,434,234
TTT-130-003,183,87
TTT-130-002,167,32
TTT-130-001,283,86
TTT-130-004,287,78
TTT-140-003,330,194
TTT-140-002,242,87
TTT-140-001,181,99
TTT-140-004,130,56
TTT-140-005,150,32
TTT-150-004,232,187
TTT-150-006,131,50
TTT-150-005,155,96
TTT-150-003,164,53
TTT-150-001,313,150
TTT-150-002,506,121
TTT-160-004,207,119
TTT-160-003,274,179
TTT-160-001,276,187
TTT-160-002,117,120
PEN-010-002,142,72
PEN-010-003,182,152
PEN-010-004,147,167
PEN-010-005,239,301
PEN-010-006,281,352
PEN-010-007,236,181
PEN-010-008,544,580
PEN-010-010,397,265
PEN-010-009,1416,778
PEN-010-011,1468,1532
PEN-010-012,658,747
PEN-010-013,405,430
PEN-010-014,1447,695
PEN-010-015,705,717
PEN-010-016,739,731
PEN-010-017,491,450
PEN-010-018,139,71
PEN-010-019,190,210
PEN-010-020,610,602
PEN-010-021,132,102
PEN-010-022,563,445
PEN-010-023,154,185
PEN-010-025,245,265
PEN-010-024,256,297
PEN-010-026,98,199
PEN-010-028,483,845
PEN-010-027,365,585
PEN-010-029,78,39
PEN-010-030,118,121
PEN-010-031,397,258
PEN-010-032,282,498
PEN-010-033,139,85
PEN-010-034,69,70
PEN-020-001,259,286
PEN-020-002,103,72
PEN-020-003,60,38
PEN-020-004,64,66
PEN-020-005,133,192
PEN-020-006,100,75
PEN-020-007,131,180
PEN-020-008,147,139
PEN-020-009,106,168
PEN-020-010,26,39
PEN-020-015,154,261
PEN-020-011,54,45
PEN-020-013,96,85
PEN-020-012,75,77
PEN-020-014,62,59
PEN-020-016,70,51
PEN-020-017,48,16
PEN-020-018,226,191
PEN-020-019,251,329
PEN-020-020,133,166
PEN-020-021,431,541
PEN-030-001,144,106
PEN-030-002,150,182
PEN-030-003,43,19
PEN-030-004,38,24
PEN-030-005,104,54
