ivid,household,male,female
ILA-040-018,696,1133,961
ILA-040-019,277,479,378
ILA-040-020,538,833,791
ILA-040-021,395,605,541
ILA-040-022,396,660,605
ILA-040-023,458,711,627
ILA-040-024,231,396,433
ILA-050-001,625,1005,867
ILA-050-002,815,1142,1053
ILA-050-003,1837,2247,2299
ILA-050-004,1219,1447,1460
ILA-050-005,295,422,420
ILA-050-006,609,871,845
ILA-050-007,531,780,682
ILA-050-008,618,927,788
ILA-050-009,916,1305,1134
ILA-050-010,958,1579,1384
ILA-050-011,468,750,672
ILA-050-012,336,530,418
ILA-050-013,402,610,522
ILA-050-014,524,786,685
ILA-050-015,1026,1539,1402
ILA-050-016,1178,1969,1854
ILA-050-017,403,641,538
ILA-050-018,188,270,210
ILA-060-001,925,1373,1332
ILA-060-002,708,1088,930
ILA-060-003,415,606,514
ILA-060-004,370,610,544
ILA-060-005,644,1021,934
ILA-060-006,610,978,864
ILA-060-007,295,501,452
ILA-060-008,896,1407,1268
ILA-060-009,600,925,830
ILA-060-010,485,742,682
ILA-060-011,815,1329,1088
ILA-060-012,448,688,563
ILA-060-013,666,1083,947
ILA-060-014,440,624,577
ILA-070-001,2256,3218,3125
ILA-070-002,865,1327,1120
ILA-070-003,563,920,802
ILA-070-004,478,851,687
ILA-070-005,746,1079,937
ILA-070-006,474,765,635
ILA-070-007,626,896,811
ILA-070-008,313,440,322
ILA-070-009,701,1108,1026
ILA-070-010,477,800,716
ILA-070-011,898,1431,1212
ILA-070-012,929,1608,1337
ILA-070-013,363,532,484
ILA-070-014,378,603,433
ILA-070-015,397,641,560
ILA-070-016,608,955,718
ILA-080-001,500,689,608
ILA-080-002,590,935,890
ILA-080-003,468,706,657
ILA-080-004,339,595,545
ILA-080-005,353,594,503
ILA-080-006,527,873,811
ILA-080-007,1072,1703,1738
ILA-080-008,1143,1800,1837
ILA-080-009,394,525,467
ILA-080-010,275,440,414
ILA-080-011,564,901,805
ILA-080-012,350,559,475
ILA-080-013,534,850,775
ILA-080-014,207,300,262
ILA-080-015,1978,2943,2816
ILA-080-016,1248,1707,1638
ILA-080-017,1995,2853,2820
ILA-080-018,1499,2221,2266
ILA-080-019,928,1480,1219
ILA-080-020,471,719,621
ILA-080-021,1026,1488,1464
ILA-080-022,680,1008,985
ILA-080-023,666,976,919
ILA-080-024,341,540,428
ILA-090-001,766,1153,1050
ILA-090-002,693,1024,999
ILA-090-003,934,1461,1349
ILA-090-004,701,907,848
ILA-090-005,567,763,756
ILA-090-006,1032,1343,1332
ILA-090-007,702,1064,937
ILA-090-008,1383,2072,1875
ILA-090-009,1341,2103,1962
ILA-090-010,1258,1800,1721
ILA-090-011,573,892,791
ILA-090-012,578,938,821
ILA-090-013,804,1256,1183
ILA-090-014,1087,1712,1604
ILA-090-015,1103,1716,1593
ILA-100-001,101,141,115
ILA-100-002,237,342,297
ILA-100-003,303,487,390
ILA-100-004,252,388,312
ILA-100-005,187,284,256
ILA-100-006,526,742,642
ILA-100-007,476,719,699
ILA-100-008,367,575,480
ILA-100-009,657,848,616
ILA-100-010,1585,2278,2013
ILA-100-011,335,477,421
ILA-100-012,247,368,301
ILA-100-013,212,300,281
ILA-100-014,328,471,362
ILA-100-015,537,716,600
ILA-100-016,345,486,387
ILA-100-017,611,951,790
ILA-100-018,516,873,713
ILA-110-001,338,575,503
ILA-110-002,221,377,324
ILA-110-003,238,439,364
ILA-110-004,111,182,153
ILA-110-005,149,232,184
ILA-110-006,155,262,202
ILA-110-007,28,54,29
ILA-110-008,297,518,466
ILA-110-009,251,453,388
ILA-110-010,73,120,89
ILA-120-001,460,784,680
ILA-120-002,359,638,549
ILA-120-003,177,281,281
ILA-120-004,165,294,274
ILA-120-005,190,294,245
ILA-120-006,208,327,280
ILA-120-007,295,518,444
TAO-010-001,375,434,474
TAO-010-002,631,835,938
TAO-010-003,813,840,873
TAO-010-004,3754,5461,5596
TAO-010-005,3541,4389,4999
TAO-010-006,3655,4585,4881
TAO-010-007,437,573,573
TAO-010-008,694,861,897
TAO-010-009,760,1044,1034
TAO-010-010,1944,2737,2660
TAO-010-011,2031,2771,2819
TAO-010-012,1935,2703,2886
TAO-010-013,1376,1590,1754
TAO-010-014,918,1136,1058
TAO-010-015,417,581,566
TAO-010-016,1390,2030,2072
TAO-010-017,773,1378,1249
TAO-010-018,1132,1871,1805
TAO-010-019,789,976,980
TAO-010-020,602,831,816
TAO-010-021,403,584,589
TAO-010-022,3774,4970,5210
TAO-010-023,2670,3662,3803
TAO-010-024,2551,3578,3744
TAO-010-025,696,885,1005
TAO-010-026,2531,3551,3683
TAO-010-027,622,898,952
TAO-010-028,2090,2990,3054
TAO-010-029,1758,2543,2507
TAO-010-030,2052,2707,2770
TAO-010-031,718,931,940
TAO-010-032,2539,3548,3775
TAO-010-033,2283,3476,3659
TAO-010-034,2266,3256,3526
TAO-010-035,1452,2210,2079
TAO-010-036,2439,3246,3306
TAO-010-037,1654,2212,2394
TAO-010-038,1861,2863,2816
TAO-010-039,915,1151,1231
TAO-010-040,2218,3396,3547
TAO-010-041,2775,3844,3994
TAO-010-042,2085,2870,2925
TAO-010-043,1977,2916,3043
TAO-010-044,1928,2473,2685
TAO-010-045,1765,2397,2578
TAO-010-046,4339,5672,5823
TAO-010-047,2614,3478,3470
TAO-010-048,2694,3743,3817
TAO-010-049,2604,3082,3382
TAO-010-050,3195,4324,4570
TAO-010-051,3444,4340,4696
TAO-010-052,1084,1607,1538
TAO-010-053,1563,2207,2222
TAO-010-054,1704,2202,2408
TAO-010-055,2324,3631,3531
TAO-010-056,1964,2631,2723
TAO-010-057,2076,2535,2866
TAO-010-058,3510,4479,4674
TAO-010-059,4306,5015,4613
TAO-010-060,1966,2730,2767
TAO-010-061,3109,3916,4190
TAO-010-062,2311,3097,3183
TAO-010-063,1941,2618,2751
TAO-010-064,1979,2500,2589
TAO-010-065,1889,2471,2697
TAO-010-066,1788,2410,2612
TAO-010-067,1897,2507,2761
TAO-010-068,2691,3324,3760
TAO-010-069,1892,2556,2702
TAO-010-070,2533,2879,3405
TAO-010-071,1892,2721,2834
TAO-010-072,2681,3514,3743
TAO-010-073,1383,1905,2032
TAO-010-074,3513,4499,5015
TAO-010-075,2491,3231,3467
TAO-010-076,1574,2144,2194
TAO-020-001,1263,1810,1884
TAO-020-002,2115,3108,3085
TAO-020-003,1368,1789,1726
TAO-020-004,447,547,559
TAO-020-005,912,1371,1303
TAO-020-006,1513,2583,2571
TAO-020-007,2381,3146,3310
TAO-020-008,2465,2951,2922
TAO-020-009,1469,1958,2027
TAO-020-010,1689,2248,2251
TAO-020-011,1606,2286,2275
TAO-020-012,2315,3122,3320
TAO-020-013,1114,1718,1569
TAO-020-014,957,1147,1170
TAO-020-015,1552,2023,2033
TAO-020-016,2042,2645,2713
TAO-020-017,3061,3184,2753
TAO-020-018,1372,1650,1677
TAO-020-019,1937,2757,2683
TAO-020-020,1488,1914,1959
TAO-020-021,1414,1804,1863
TAO-020-022,870,1262,1119
TAO-020-023,1008,1311,1252
TAO-020-024,1634,2242,2268
TAO-020-025,1572,2175,2314
TAO-020-026,1581,2310,2393
TAO-020-027,2178,3949,3745
TAO-020-028,328,474,451
TAO-020-029,1763,2793,2762
TAO-020-030,1179,1740,1712
TAO-020-031,1405,2112,1963
TAO-020-032,815,1093,1041
TAO-020-033,3743,5091,5312
TAO-020-034,3128,5062,5375
TAO-020-035,860,1218,1206
TAO-020-036,2731,3917,3900
TAO-020-037,1837,2655,2821
TAO-020-038,830,1059,1045
TAO-020-039,1827,2757,2816
TAO-020-040,454,619,608
TAO-020-041,1596,1537,1827
TAO-020-042,1808,2554,2593
TAO-020-043,1432,2378,2221
TAO-020-044,2164,3297,3243
TAO-020-045,628,955,853
TAO-020-046,986,1598,1351
TAO-020-047,1601,2826,2595
TAO-020-048,1063,1923,1788
TAO-020-049,1310,2261,2018
TAO-020-050,387,541,540
TAO-020-051,1648,2768,2501
TAO-020-052,1722,2646,2630
TAO-020-053,987,1640,1622
TAO-020-054,1136,1725,1682
TAO-020-055,2222,2862,3015
TAO-020-056,1915,2844,2940
TAO-020-057,1850,2610,2762
TAO-020-058,1107,1618,1642
TAO-020-059,942,1601,1618
TAO-020-060,1530,2103,2193
TAO-020-061,1540,2178,2312
TAO-020-062,1903,2816,2887
TAO-020-063,1597,2081,2096
TAO-020-064,1397,2051,2052
TAO-020-065,1542,2247,2176
TAO-020-066,1786,2616,2735
TAO-020-067,861,1330,1297
TAO-020-068,2045,2622,2715
TAO-020-069,1174,1521,1615
TAO-020-070,1406,1839,1900
TAO-020-071,1246,1832,1804
TAO-020-072,1965,2623,2825
TAO-020-073,2437,3155,3308
TAO-020-074,2175,3157,3013
TAO-020-075,1554,2174,2094
TAO-020-076,1304,1909,1974
TAO-020-077,1494,1929,1942
TAO-020-078,1580,1918,2058
TAO-020-079,1986,2842,3089
TAO-020-080,1045,1601,1579
TAO-020-081,1408,1693,1925
TAO-020-082,2123,2560,2750
TAO-020-083,2352,2839,3040
TAO-020-084,1684,2270,2369
TAO-020-085,1845,1931,2245
TAO-030-001,660,964,944
TAO-030-002,375,626,576
TAO-030-003,1967,2916,2834
TAO-030-004,2100,3225,3264
TAO-030-005,452,802,672
TAO-030-006,422,589,492
TAO-030-007,1168,1909,1710
TAO-030-008,931,1404,1258
TAO-030-009,388,628,454
TAO-030-010,365,551,448
TAO-030-011,488,781,707
TAO-030-012,656,1120,965
TAO-030-013,927,1722,1425
TAO-030-014,584,971,795
TAO-030-015,1340,1718,1798
TAO-030-016,1172,1462,1487
TAO-030-017,2476,3866,3693
TAO-030-018,1801,2921,2804
TAO-030-019,1146,1744,1709
TAO-030-020,562,918,904
TAO-030-021,1774,3113,2758
TAO-030-022,1423,2316,2150
TAO-030-023,959,1438,1449
TAO-030-024,1151,1774,1721
TAO-030-025,1686,2859,2772
TAO-030-026,1383,2137,2105
TAO-030-027,1721,2818,2676
TAO-040-001,1414,2316,2380
TAO-040-002,436,686,686
TAO-040-003,1026,1630,1609
TAO-040-004,2670,3584,3482
TAO-040-005,1099,2026,1844
TAO-040-006,1131,1768,1532
TAO-040-007,1446,2509,2256
TAO-040-008,891,1648,1438
TAO-040-009,756,1268,1180
TAO-040-010,1161,2061,1922
TAO-040-011,535,866,842
TAO-040-012,558,620,651
TAO-040-013,1873,2851,2863
TAO-040-014,1693,2330,2336
TAO-040-015,1318,1835,1846
TAO-040-016,1477,2076,2072
TAO-040-017,1155,1912,1764
TAO-040-018,1550,2374,2301
TAO-040-019,1348,1961,1950
TAO-040-020,741,1165,1112
TAO-040-021,1278,2260,2114
TAO-040-022,962,1534,1342
TAO-040-023,1348,2334,2134
TAO-040-024,949,1578,1492
TAO-040-025,1913,2815,2626
TAO-040-026,1177,1736,1868
TAO-040-027,1835,2648,2734
TAO-040-028,1517,1954,2133
TAO-040-029,1279,1795,1771
TAO-040-030,1132,2015,1903
TAO-040-031,1659,1986,1917
TAO-040-032,1324,2102,2157
TAO-040-033,1158,1869,1873
TAO-040-034,2215,3274,3295
TAO-040-035,756,1086,1039
TAO-040-036,1258,1636,1820
TAO-040-037,969,1702,1450
TAO-040-038,1056,1761,1486
TAO-040-039,977,1241,1167
TAO-040-040,1395,2049,2166
TAO-040-041,1129,1583,1568
TAO-050-001,1662,2584,2448
TAO-050-002,3138,4768,4545
TAO-050-003,1676,2773,2558
TAO-050-004,1710,2704,2771
TAO-050-005,88,101,68
TAO-050-006,1505,2449,2208
TAO-050-007,1350,1808,1860
TAO-050-008,1979,2858,3023
TAO-050-009,3682,5066,5347
TAO-050-010,1184,1718,1441
TAO-050-011,702,1141,1095
TAO-050-012,1184,2258,2112
TAO-050-013,474,939,777
TAO-050-014,560,1103,937
TAO-050-015,902,1551,1437
TAO-050-016,2026,3264,3080
TAO-050-017,2148,2857,3077
TAO-050-018,10072,12695,13455
TAO-050-019,1105,1596,1537
TAO-050-020,1334,1772,1863
TAO-050-021,501,834,712
TAO-050-022,1254,1983,1944
TAO-050-023,1162,1878,1580
TAO-050-024,1299,1618,1709
TAO-050-025,3036,4077,4230
TAO-050-026,5526,7248,7841
TAO-060-001,2432,3881,3791
TAO-060-002,2335,3787,3636
TAO-060-003,1666,2739,2540
TAO-060-004,576,1017,884
TAO-060-005,2912,4519,4257
TAO-060-006,1673,2867,2554
TAO-060-007,2330,3696,3418
TAO-060-008,745,1008,969
TAO-060-010,1100,1832,1717
TAO-060-011,2530,3899,3762
TAO-060-012,1385,1927,1799
TAO-060-013,747,1159,1035
TAO-060-014,1246,1788,1610
TAO-060-015,963,1541,1414
TAO-060-016,1004,1583,1497
TAO-060-017,795,1368,1201
TAO-060-018,1012,1659,1555
TAO-060-019,1952,2672,2502
TAO-070-001,2151,3392,3272
TAO-070-002,2516,3693,3727
TAO-070-003,1719,2620,2333
TAO-070-004,2284,3298,3368
TAO-070-005,1277,1899,1831
TAO-070-006,2355,3277,3037
TAO-070-007,1640,2088,2094
TAO-070-008,2115,2613,2648
TAO-070-009,504,700,647
TAO-070-010,1505,2009,1924
TAO-070-011,798,1033,980
TAO-070-012,783,1142,1037
TAO-070-013,1921,2645,2591
TAO-070-014,1976,2920,2895
TAO-070-015,2338,3287,3382
TAO-070-016,1518,2364,2199
TAO-070-017,731,1069,985
TAO-070-018,902,1459,1331
TAO-070-019,1519,2367,2104
TAO-070-020,2830,3242,3471
TAO-070-021,973,1390,1343
TAO-070-022,2114,3057,2962
TAO-070-023,761,1216,1111
TAO-070-024,1377,1781,1754
TAO-070-025,2420,2995,2993
TAO-070-026,1514,2328,2185
TAO-070-027,2528,2516,2786
TAO-070-028,3526,4558,4613
TAO-070-029,2128,1782,2416
TAO-070-030,1509,1731,1327
TAO-080-001,2054,2884,2486
TAO-080-002,1775,2719,2593
TAO-080-003,638,959,925
TAO-080-004,1280,1964,1965
TAO-080-005,1472,2139,2132
TAO-080-006,1306,2038,1871
TAO-080-007,1174,1957,1745
TAO-080-008,1618,2397,2319
TAO-080-009,1287,2077,1926
TAO-080-010,729,1310,1155
TAO-080-011,972,1564,1539
TAO-080-012,1432,2112,2096
TAO-080-013,1147,1947,1844
TAO-080-014,1542,2245,2072
TAO-080-015,1087,1870,1815
TAO-080-016,1308,2029,1975
TAO-080-017,2856,3698,3899
TAO-080-018,604,899,929
TAO-080-019,1254,2016,1933
TAO-080-020,1625,2222,2229
TAO-080-021,773,1083,1067
TAO-080-022,2188,3008,3174
TAO-080-023,1572,2118,2232
TAO-080-024,1202,2651,1740
TAO-080-025,871,1394,1304
TAO-080-026,1546,2412,2426
TAO-080-027,1381,1691,1744
TAO-080-028,1543,2394,2332
TAO-080-029,1113,1694,1685
TAO-080-030,1777,2275,2559
TAO-080-031,1076,1812,1742
TAO-080-032,734,1208,1065
TAO-080-033,1428,2040,2036
TAO-080-034,550,928,860
TAO-080-035,600,892,855
TAO-080-036,866,1190,1269
TAO-080-037,804,1125,1077
TAO-080-038,1955,2343,2467
TAO-080-039,1279,1762,1785
TAO-080-040,873,1479,1405
TAO-080-041,885,1342,1324
TAO-080-042,1229,1898,1913
TAO-080-043,1595,2098,2265
TAO-080-044,985,1609,1427
TAO-080-045,883,1343,1330
TAO-080-046,2000,2534,2550
TAO-080-047,1072,1789,1710
TAO-080-048,988,1589,1460
TAO-090-001,1556,2614,2459
TAO-090-002,1826,2896,2917
TAO-090-003,1444,2285,2192
TAO-090-004,1061,1801,1736
TAO-090-006,1183,2001,1897
TAO-090-007,1482,2385,2204
TAO-090-008,267,438,338
TAO-090-009,1576,2531,2411
TAO-090-010,1828,2909,2963
TAO-090-011,712,1219,1149
TAO-090-012,1507,2474,2339
TAO-090-013,1376,2095,2010
TAO-090-014,1645,2537,2457
TAO-090-015,1341,1973,1997
TAO-090-016,906,1226,1181
TAO-090-017,546,947,852
TAO-090-018,913,1093,1066
TAO-090-019,1130,1712,1718
TAO-090-020,1080,1787,1678
TAO-090-021,844,1380,1300
TAO-090-022,1828,2163,2382
TAO-090-023,1229,1977,1883
TAO-090-024,1143,1780,1667
TAO-090-025,1875,2719,2580
TAO-090-026,1216,1805,1868
TAO-090-027,1009,1587,1530
TAO-090-028,1658,2387,2290
TAO-090-029,877,1322,1301
TAO-090-030,1492,2265,2293
TAO-090-031,1402,2046,2144
TAO-100-001,1837,2945,2758
TAO-100-002,1559,2594,2482
TAO-100-003,2250,3289,3420
TAO-100-004,2110,2912,3127
TAO-100-005,2147,2841,3095
TAO-100-006,1412,2266,2316
TAO-100-007,1493,2255,2235
TAO-100-008,2980,3557,3346
TAO-100-009,963,1475,1418
TAO-100-010,1438,2499,2449
TAO-100-011,1493,2383,2332
TAO-100-012,1478,2490,2257
TAO-100-013,1965,3147,3157
TAO-100-014,1681,2482,2460
TAO-100-015,900,1453,1374
TAO-100-016,2042,3103,3141
TAO-100-017,1196,1653,1686
TAO-100-018,1351,2034,2019
TAO-100-019,1016,1534,1608
TAO-100-020,835,1127,1115
TAO-100-021,228,283,297
TAO-100-022,731,945,999
TAO-100-023,1479,2560,2375
TAO-100-024,1861,3179,2812
TAO-100-025,1135,1663,1667
TAO-100-026,1537,2340,2281
TAO-100-027,1207,1878,1664
TAO-100-028,2630,4002,4077
TAO-100-029,669,1044,1023
TAO-100-030,1574,2506,2393
TAO-100-031,1310,2085,2150
TAO-100-032,1193,1929,1812
TAO-100-033,2074,3010,3039
TAO-100-034,1660,2539,2567
TAO-100-035,1129,1877,1798
TAO-100-036,1406,2303,2259
TAO-100-037,1838,2795,2861
TAO-100-038,1711,2568,2550
TAO-100-039,1039,1442,1568
TAO-100-040,647,982,935
TAO-100-041,1383,2092,2168
TAO-100-042,1975,3098,3252
TAO-100-043,2202,2930,3136
TAO-100-044,1318,1646,1749
TAO-100-045,1422,2427,2276
TAO-100-046,2063,3284,3120
TAO-110-001,1045,1780,1685
TAO-110-002,1372,2422,2358
TAO-110-003,523,962,820
TAO-110-004,1337,2333,2120
TAO-110-005,1345,2193,1966
TAO-110-006,894,1633,1409
TAO-110-007,843,1395,1299
TAO-110-008,524,925,721
TAO-110-009,523,884,830
TAO-110-010,706,1256,1128
TAO-110-011,293,463,368
TAO-110-012,689,1099,950
TAO-110-013,354,569,472
TAO-110-014,446,782,679
TAO-110-015,459,623,482
TAO-110-016,839,1497,1284
TAO-110-017,419,685,549
TAO-110-018,274,425,321
TAO-110-019,365,593,461
TAO-110-020,440,711,565
TAO-110-021,409,720,515
TAO-110-022,523,871,696
TAO-110-023,554,978,681
TAO-120-001,1142,1700,1527
TAO-120-002,507,703,592
TAO-120-003,542,923,737
TAO-120-004,635,994,867
TAO-120-005,343,555,473
TAO-120-006,748,1289,1131
TAO-120-007,345,570,480
TAO-120-008,255,490,365
TAO-120-009,609,1021,836
TAO-120-010,984,1627,1454
TAO-120-011,871,1518,1319
TAO-120-012,1111,1871,1815
TAO-120-013,526,900,758
TAO-120-014,1649,2820,2635
TAO-120-015,1371,2021,1994
TAO-120-016,833,1433,1279
TAO-120-017,993,1866,1624
TAO-120-018,830,1432,1285
TAO-120-019,375,716,577
TAO-120-020,789,1370,1264
TAO-120-021,2504,4007,3934
TAO-120-022,1323,1858,1717
TAO-120-023,730,1211,1131
TAO-130-001,784,1205,983
TAO-130-002,531,816,711
TAO-130-003,258,434,345
TAO-130-004,224,362,293
TAO-130-005,238,396,295
TAO-130-006,220,381,290
TAO-130-007,227,381,323
TAO-130-008,520,783,574
TAO-130-009,420,614,527
TAO-130-010,274,500,384
HSQ-010-001,4557,6265,6629
HSQ-010-002,3341,4481,4695
HSQ-010-003,4325,4937,5131
HSQ-010-004,2713,3211,3141
HSQ-010-005,936,1084,965
HSQ-010-006,1319,1973,1809
HSQ-010-007,2382,3658,3697
HSQ-010-008,3738,5676,5901
HSQ-010-009,2256,3322,3195
HSQ-010-010,2143,3416,3353
HSQ-010-011,2609,4109,4172
HSQ-010-012,1499,2763,2560
HSQ-010-013,636,1115,1012
HSQ-010-014,856,1449,1347
HSQ-010-015,731,1278,1220
HSQ-010-016,412,747,713
HSQ-010-017,573,1002,875
HSQ-010-018,730,1254,1115
HSQ-010-019,706,1048,1015
HSQ-010-020,577,998,893
HSQ-010-021,3559,4649,5015
HSQ-010-022,1756,2843,2747
HSQ-010-023,376,664,608
HSQ-010-024,1636,2564,2686
HSQ-010-025,2175,3384,3197
HSQ-010-026,1368,2049,2098
HSQ-010-027,1753,2307,2347
HSQ-010-028,129,228,215
HSQ-010-029,1524,2220,2306
HSQ-010-030,1518,2158,2323
HSQ-020-001,151,216,161
HSQ-020-002,200,251,217
HSQ-020-003,148,256,170
HSQ-020-004,891,1350,1308
HSQ-020-005,1276,1881,1923
HSQ-020-006,3535,5466,5472
HSQ-020-007,1750,2911,2928
HSQ-020-008,338,459,443
HSQ-020-009,1372,1924,1925
HSQ-020-010,577,883,821
HSQ-020-011,596,888,864
HSQ-020-012,1678,2403,2452
HSQ-020-013,1379,2099,2115
HSQ-020-014,3278,5053,5154
HSQ-020-015,2456,3756,3692
HSQ-020-016,1888,2693,2509
HSQ-020-017,709,1137,1046
HSQ-020-018,290,435,348
HSQ-020-019,3600,5795,5506
HSQ-020-020,708,1106,1099
HSQ-020-021,683,1093,1019
HSQ-020-022,426,665,663
HSQ-020-023,2852,4440,4758
HSQ-020-024,675,1065,1023
HSQ-020-025,210,405,355
HSQ-030-001,415,752,681
HSQ-030-002,319,581,519
HSQ-030-003,1588,2569,2370
HSQ-030-004,696,1312,1107
HSQ-030-005,1238,2118,2000
HSQ-030-006,648,1193,998
HSQ-030-007,863,1565,1430
HSQ-030-008,393,604,630
HSQ-030-009,239,380,365
HSQ-030-010,461,700,630
HSQ-030-011,665,1219,1036
HSQ-030-012,863,1461,1251
HSQ-030-013,352,678,562
HSQ-030-014,236,435,369
HSQ-030-015,394,765,665
HSQ-030-016,522,1009,790
HSQ-030-017,183,292,214
HSQ-030-018,260,496,375
HSQ-030-019,237,438,338
HSQ-040-001,190,346,313
HSQ-040-002,740,1225,1187
HSQ-040-003,303,487,446
HSQ-040-004,1428,2342,2295
HSQ-040-005,440,734,646
HSQ-040-006,259,533,421
HSQ-040-007,347,737,652
HSQ-040-008,1320,2352,2270
HSQ-040-009,462,822,691
HSQ-040-010,229,393,325
HSQ-040-011,243,399,323
HSQ-040-012,442,748,567
HSQ-040-013,212,315,280
HSQ-040-014,292,515,418
HSQ-040-015,611,1222,1087
HSQ-040-016,342,570,428
HSQ-040-017,238,398,283
HSQ-040-018,277,572,480
HSQ-040-019,352,611,457
HSQ-040-020,366,646,478
HSQ-040-021,390,630,534
HSQ-050-001,593,831,900
HSQ-050-002,367,557,580
HSQ-050-003,1511,2500,2516
HSQ-050-004,1954,3018,3081
HSQ-050-005,965,1783,1660
HSQ-050-006,1707,2865,2794
HSQ-050-007,1043,1861,1632
HSQ-050-008,1157,2022,1836
HSQ-050-009,396,757,678
HSQ-050-010,1126,1794,1686
HSQ-050-011,916,1604,1500
HSQ-050-012,613,1045,960
HSQ-050-013,891,1368,1283
HSQ-050-014,2108,2969,2921
HSQ-050-015,1277,1975,1814
HSQ-050-016,2467,3536,3483
HSQ-050-017,1202,1973,1843
HSQ-050-018,857,1520,1409
HSQ-050-019,1581,2525,2549
HSQ-050-020,1679,2452,2459
HSQ-060-001,420,680,593
HSQ-060-002,642,1178,1035
HSQ-060-003,617,1115,908
HSQ-060-004,948,1749,1546
HSQ-060-005,591,1099,899
HSQ-060-006,275,550,495
HSQ-060-007,1153,2021,1844
HSQ-060-008,1924,3161,3066
HSQ-060-009,753,1365,1281
HSQ-060-010,836,1368,1328
HSQ-060-011,1972,3013,3115
HSQ-060-012,499,916,840
HSQ-060-013,392,710,606
HSQ-060-014,1345,2152,2236
HSQ-060-015,1619,2578,2692
HSQ-060-016,1726,2728,2613
HSQ-060-017,976,1683,1549
HSQ-070-001,168,319,276
HSQ-070-002,170,300,217
HSQ-070-003,342,611,508
HSQ-070-004,159,287,236
HSQ-070-005,955,1686,1496
HSQ-070-006,562,987,927
HSQ-070-007,226,416,327
HSQ-070-008,293,499,426
HSQ-070-009,896,1485,1362
HSQ-070-010,599,986,940
HSQ-070-011,1574,2384,2269
HSQ-070-012,430,737,638
HSQ-080-001,1248,2238,1915
HSQ-080-002,313,585,456
HSQ-080-003,116,144,86
HSQ-080-004,126,152,107
HSQ-080-005,142,211,181
HSQ-080-006,451,654,535
HSQ-080-007,206,332,230
HSQ-080-008,404,660,573
HSQ-080-009,590,1013,912
HSQ-080-010,543,1025,922
HSQ-080-011,341,554,497
HSQ-090-001,430,722,655
HSQ-090-002,486,819,711
HSQ-090-003,944,1638,1509
HSQ-090-004,336,568,458
HSQ-090-005,150,296,196
HSQ-090-006,287,512,426
HSQ-090-007,225,371,267
HSQ-090-008,142,233,182
HSQ-090-009,151,192,136
HSQ-100-001,960,1373,1340
HSQ-100-002,783,1049,904
HSQ-100-003,427,678,515
HSQ-100-004,397,772,636
HSQ-100-005,274,524,405
HSQ-100-006,231,430,341
HSQ-100-007,236,341,278
HSQ-100-008,332,492,385
HSQ-100-009,243,376,263
HSQ-100-010,1092,1574,1415
HSQ-110-001,362,564,471
HSQ-110-002,264,471,346
HSQ-110-003,263,414,306
HSQ-110-004,484,825,712
HSQ-110-005,291,408,298
HSQ-110-006,400,546,441
HSQ-120-001,268,395,342
HSQ-120-002,393,548,476
HSQ-120-003,466,789,759
HSQ-120-004,266,424,355
HSQ-120-005,465,785,697
HSQ-120-006,388,844,683
HSQ-120-007,540,1025,852
HSQ-130-001,604,890,738
HSQ-130-002,296,425,371
HSQ-130-003,166,225,178
HSQ-130-004,656,938,744
MIA-010-001,541,737,751
MIA-010-002,1874,2583,2776
MIA-010-003,489,627,686
MIA-010-004,956,1434,1439
MIA-010-005,1397,2333,2281
MIA-010-006,1410,2378,2297
MIA-010-007,1358,2111,2136
MIA-010-008,398,542,489
MIA-010-009,1226,1907,1817
MIA-010-010,419,591,610
MIA-010-011,259,307,357
MIA-010-012,383,539,539
MIA-010-013,1458,2258,2245
MIA-010-014,584,801,815
MIA-010-015,777,1047,1055
MIA-010-016,2124,3095,3188
MIA-010-017,1316,1852,1904
MIA-010-018,1335,2165,2174
MIA-010-019,1612,2453,2485
MIA-010-020,505,792,678
MIA-010-021,1339,2229,2164
MIA-010-022,2137,3149,3106
MIA-010-023,1031,1438,1447
MIA-010-024,700,1106,1029
MIA-010-025,1360,2093,2105
MIA-010-026,1043,1792,1757
MIA-010-027,773,1245,1142
MIA-010-028,1210,2052,1966
MIA-020-001,836,1390,1346
MIA-020-002,676,1049,1082
MIA-020-003,358,547,508
MIA-020-004,521,948,933
MIA-020-005,440,824,730
MIA-020-006,710,1245,1174
MIA-020-007,415,731,670
MIA-020-008,802,1493,1363
MIA-020-009,1494,2495,2470
MIA-020-010,743,1374,1262
MIA-020-011,365,632,565
MIA-020-012,245,431,370
MIA-020-013,471,820,801
MIA-020-014,569,900,834
MIA-020-015,695,1181,1164
MIA-020-016,430,817,714
MIA-020-017,206,379,316
MIA-020-018,345,560,477
MIA-020-019,779,1484,1395
MIA-020-020,565,1096,911
MIA-020-021,540,1081,915
MIA-020-022,592,1128,999
MIA-020-023,292,476,391
MIA-020-024,476,949,839
MIA-020-025,607,1165,1046
MIA-030-001,478,728,732
MIA-030-002,851,1267,1252
MIA-030-003,675,1222,1089
MIA-030-004,544,1047,913
MIA-030-005,267,478,425
MIA-030-006,961,1767,1629
MIA-030-007,278,443,388
MIA-030-008,400,631,484
MIA-030-009,342,537,440
MIA-030-010,308,455,351
MIA-030-011,459,801,704
MIA-030-012,503,861,807
MIA-030-013,518,963,842
MIA-030-014,658,1250,1106
MIA-030-015,230,318,214
MIA-030-016,400,592,531
MIA-030-017,215,289,209
MIA-030-018,313,559,470
