ivid,household,male,female
PIF-190-002,782,1034,989
PIF-190-003,761,1027,1005
PIF-190-004,343,462,452
PIF-190-005,1392,2026,1976
PIF-190-006,787,1202,1117
PIF-190-007,556,816,713
PIF-190-008,391,579,573
PIF-190-009,1004,1453,1305
PIF-190-010,432,702,637
PIF-200-001,668,1046,981
PIF-200-002,381,563,549
PIF-200-003,207,272,285
PIF-200-004,279,399,396
PIF-200-005,381,656,631
PIF-200-006,348,611,587
PIF-200-007,390,637,564
PIF-200-008,406,652,651
PIF-200-009,381,600,555
PIF-200-010,219,327,294
PIF-210-001,633,882,855
PIF-210-002,585,912,766
PIF-210-003,359,526,488
PIF-210-004,703,1087,996
PIF-210-005,795,1272,1139
PIF-210-006,852,1302,1216
PIF-210-007,399,618,564
PIF-210-008,316,463,420
PIF-210-009,469,761,656
PIF-210-010,457,680,665
PIF-210-011,503,730,702
PIF-210-012,1055,1580,1490
PIF-220-001,811,1293,1111
PIF-220-002,487,768,617
PIF-220-003,378,641,478
PIF-220-004,616,1053,860
PIF-220-005,458,734,589
PIF-220-006,429,690,530
PIF-220-007,597,1071,851
PIF-220-008,291,503,384
PIF-230-001,631,900,815
PIF-230-002,288,373,345
PIF-230-003,281,425,349
PIF-230-004,343,479,407
PIF-230-005,167,243,199
PIF-230-006,423,578,511
PIF-230-007,603,805,654
PIF-230-008,164,257,242
PIF-230-009,164,275,206
PIF-230-010,206,330,260
PIF-230-011,211,278,219
PIF-240-001,647,962,787
PIF-240-002,178,245,219
PIF-240-003,576,907,664
PIF-240-004,538,828,684
PIF-240-005,226,349,294
PIF-240-006,588,844,700
PIF-240-007,152,198,149
PIF-240-008,145,188,172
PIF-250-001,460,659,554
PIF-250-002,765,1219,1154
PIF-250-003,450,653,542
PIF-250-004,448,589,465
PIF-260-001,492,841,864
PIF-260-002,126,204,178
PIF-260-003,204,353,307
PIF-260-004,213,394,321
PIF-260-005,228,420,417
PIF-260-006,202,330,351
PIF-260-007,124,212,194
PIF-260-008,163,266,263
PIF-260-009,253,443,424
PIF-260-010,228,370,374
PIF-270-001,426,674,618
PIF-270-002,112,171,155
PIF-270-003,41,96,77
PIF-270-004,153,245,215
PIF-270-005,120,207,183
PIF-270-006,180,233,241
PIF-280-001,173,257,247
PIF-280-002,318,504,471
PIF-280-003,326,670,597
PIF-280-004,283,502,483
PIF-280-005,153,274,241
PIF-280-006,700,1189,1151
PIF-290-001,239,510,465
PIF-290-002,275,577,543
PIF-290-003,165,356,345
PIF-290-004,130,238,206
PIF-290-005,223,476,418
PIF-290-006,212,499,430
PIF-300-001,325,567,556
PIF-300-002,206,369,321
PIF-300-003,249,442,433
PIF-300-004,385,681,662
PIF-300-005,294,519,529
PIF-300-006,303,543,547
PIF-300-007,456,790,672
PIF-310-001,327,605,549
PIF-310-002,227,440,399
PIF-310-003,89,222,198
PIF-310-004,298,534,526
PIF-310-005,237,409,400
PIF-310-006,149,285,266
PIF-320-001,273,458,398
PIF-320-002,297,494,426
PIF-320-003,247,385,394
PIF-320-004,86,113,127
PIF-320-005,102,176,157
PIF-320-006,174,291,294
PIF-320-007,197,387,328
PIF-320-008,125,214,167
PIF-330-001,719,946,921
PIF-330-002,303,380,356
PIF-330-003,179,253,232
PIF-330-004,201,231,205
PIF-330-005,232,327,327
PIF-330-006,255,356,287
TTT-010-001,700,965,854
TTT-010-002,389,518,468
TTT-010-003,841,1094,930
TTT-010-004,1098,1577,1478
TTT-010-005,1194,1547,1523
TTT-010-006,1067,1658,1390
TTT-010-007,2881,3684,3849
TTT-010-008,1425,1814,1806
TTT-010-009,412,522,539
TTT-010-010,1284,2098,2299
TTT-010-011,1351,2073,2171
TTT-010-012,1813,2764,2803
TTT-010-013,721,1190,1266
TTT-010-014,292,397,346
TTT-010-015,740,1031,978
TTT-010-016,268,390,347
TTT-010-017,609,809,762
TTT-010-018,406,545,512
TTT-010-019,332,425,408
TTT-010-020,395,488,498
TTT-010-021,367,467,496
TTT-010-022,399,485,496
TTT-010-023,458,685,698
TTT-010-024,400,542,575
TTT-010-025,320,413,377
TTT-010-026,380,550,600
TTT-010-027,223,276,241
TTT-010-028,198,242,248
TTT-010-029,745,1014,875
TTT-010-030,860,1236,1181
TTT-010-031,1152,1573,1411
TTT-010-032,1238,1521,1807
TTT-010-033,569,940,926
TTT-010-034,798,1278,1258
TTT-010-035,572,853,749
TTT-010-036,1415,1993,2045
TTT-010-037,508,629,626
TTT-010-038,3393,4619,4823
TTT-010-039,1973,2982,2875
TTT-010-040,911,1487,1292
TTT-010-041,450,749,641
TTT-010-042,613,884,783
TTT-010-043,401,581,527
TTT-010-044,572,776,739
TTT-010-045,551,778,793
TTT-010-046,814,1215,1069
TTT-020-001,321,420,323
TTT-020-002,492,623,569
TTT-020-003,634,953,791
TTT-020-004,1139,1730,1628
TTT-020-005,783,1225,1131
TTT-020-006,947,1465,1329
TTT-020-007,351,461,401
TTT-020-008,756,1164,990
TTT-030-001,694,1068,927
TTT-030-002,484,745,725
TTT-030-003,395,625,529
TTT-030-004,362,538,528
TTT-030-005,754,1072,1075
TTT-030-006,231,386,272
TTT-030-007,347,488,403
TTT-040-001,219,345,277
TTT-040-002,187,267,217
TTT-040-003,254,346,293
TTT-040-004,163,236,178
TTT-040-005,517,756,644
TTT-040-006,548,840,739
TTT-040-007,495,677,544
TTT-040-008,928,1384,1228
TTT-040-009,513,738,592
TTT-040-010,1292,1821,1653
TTT-040-011,448,648,585
TTT-040-012,498,748,667
TTT-040-013,555,712,630
TTT-050-001,285,422,359
TTT-050-002,416,580,460
TTT-050-003,396,548,514
TTT-050-004,635,946,783
TTT-050-005,426,600,486
TTT-050-006,503,687,640
TTT-050-007,478,685,588
TTT-060-001,565,780,710
TTT-060-002,286,440,381
TTT-060-003,150,209,182
TTT-060-004,344,480,482
TTT-060-005,874,1179,1190
TTT-060-006,159,215,173
TTT-060-007,380,557,446
TTT-060-008,150,213,180
TTT-060-009,177,270,193
TTT-060-010,197,272,226
TTT-070-001,828,1136,721
TTT-070-002,542,832,716
TTT-070-003,445,629,513
TTT-070-004,143,189,123
TTT-070-005,276,330,276
TTT-070-006,501,575,530
TTT-070-007,999,1361,1165
TTT-080-001,307,442,346
TTT-080-002,548,863,623
TTT-080-003,231,406,268
TTT-080-004,870,1312,1044
TTT-080-005,396,607,492
TTT-080-006,566,851,595
TTT-090-001,539,821,754
TTT-090-002,270,395,343
TTT-090-003,303,383,327
TTT-090-004,298,398,269
TTT-090-005,685,898,850
TTT-090-006,868,1145,1002
TTT-090-007,362,524,422
TTT-090-008,800,1091,945
TTT-090-009,456,552,536
TTT-100-001,374,498,442
TTT-100-002,518,755,643
TTT-100-003,641,912,835
TTT-100-004,697,932,890
TTT-100-005,285,357,358
TTT-110-001,244,440,402
TTT-110-002,381,653,555
TTT-110-003,436,744,661
TTT-120-001,253,530,489
TTT-120-002,97,184,168
TTT-120-003,83,167,162
TTT-120-004,303,671,552
TTT-120-005,200,437,334
TTT-120-006,159,385,285
TTT-130-001,225,403,317
TTT-130-002,113,197,166
TTT-130-003,142,285,228
TTT-130-004,232,394,329
TTT-130-005,354,649,582
TTT-140-001,173,324,292
TTT-140-002,210,340,351
TTT-140-003,449,754,687
TTT-140-004,132,210,184
TTT-140-005,124,200,168
TTT-150-001,274,389,341
TTT-150-002,344,578,447
TTT-150-003,149,220,170
TTT-150-004,342,435,359
TTT-150-005,217,256,221
TTT-150-006,162,197,197
TTT-160-001,456,731,706
TTT-160-002,297,456,430
TTT-160-003,512,734,687
TTT-160-004,377,560,523
HUA-010-001,737,923,912
HUA-010-002,949,1169,1205
HUA-010-003,251,324,338
HUA-010-004,336,390,442
HUA-010-005,275,349,394
HUA-010-006,1398,1909,2017
HUA-010-007,1258,1378,1337
HUA-010-008,1542,2100,2447
HUA-010-009,778,900,1007
HUA-010-010,994,1503,1118
HUA-010-011,42,47,34
HUA-010-012,224,305,282
HUA-010-013,282,385,439
HUA-010-014,1569,2229,2384
HUA-010-015,569,694,796
HUA-010-016,2321,2970,3107
HUA-010-017,1671,2046,2315
HUA-010-018,1686,2067,2370
HUA-010-019,671,794,874
HUA-010-020,324,444,459
HUA-010-021,862,1165,1303
HUA-010-022,619,845,790
HUA-010-023,1275,1440,1503
HUA-010-024,694,1039,1034
HUA-010-025,406,581,477
HUA-010-026,313,356,383
HUA-010-027,296,351,382
HUA-010-028,476,640,692
HUA-010-029,1281,1604,1782
HUA-010-030,275,294,350
HUA-010-031,1002,1324,1437
HUA-010-032,443,672,613
HUA-010-033,1385,1646,1723
HUA-010-034,276,415,399
HUA-010-035,215,253,276
HUA-010-036,415,544,544
HUA-010-037,2438,3241,3502
HUA-010-038,1120,1496,1579
HUA-010-039,438,521,599
HUA-010-040,606,898,810
HUA-010-041,1890,2446,2538
HUA-010-042,1091,1487,1673
HUA-010-043,1926,2097,2272
HUA-010-044,1772,2301,2321
HUA-010-045,1635,2096,2061
HUA-020-001,516,748,688
HUA-020-002,291,378,372
HUA-020-003,263,368,340
HUA-020-004,552,713,705
HUA-020-005,598,828,737
HUA-020-006,268,316,249
HUA-020-007,549,801,679
HUA-020-008,254,379,295
HUA-020-009,267,358,290
HUA-020-010,352,492,442
HUA-020-011,460,619,550
HUA-020-012,47,62,63
HUA-030-001,2186,3301,3203
HUA-030-002,808,1076,1008
HUA-030-003,549,876,736
HUA-030-004,498,1102,810
HUA-030-005,526,758,776
HUA-030-006,512,865,708
HUA-030-007,303,476,351
HUA-030-008,469,694,512
HUA-030-009,229,369,273
HUA-030-010,692,999,847
HUA-030-011,612,1098,823
HUA-030-012,381,573,457
HUA-030-013,281,497,393
HUA-030-014,415,616,482
HUA-030-015,472,708,593
HUA-040-001,591,811,817
HUA-040-002,357,591,494
HUA-040-003,1012,1424,1372
HUA-040-004,1620,2303,2157
HUA-040-005,391,575,534
HUA-040-006,1645,2266,2071
HUA-040-007,635,833,712
HUA-040-008,1156,1617,1531
HUA-050-001,3210,4207,4532
HUA-050-002,2085,2727,2766
HUA-050-003,1490,2157,1931
HUA-050-004,1812,2390,2339
HUA-050-005,2804,3833,3626
HUA-050-006,2266,3028,2801
HUA-050-007,1114,1661,1526
HUA-050-008,611,958,816
HUA-050-009,635,812,649
HUA-050-010,1173,1694,1598
HUA-050-011,1251,1885,1809
HUA-050-012,1668,2302,2454
HUA-050-013,1676,2379,2361
HUA-050-014,2609,3431,3507
HUA-050-015,2292,3129,2897
HUA-050-016,939,1307,1207
HUA-050-017,1797,2593,2320
HUA-050-018,776,1017,920
HUA-060-001,158,209,192
HUA-060-002,422,665,555
HUA-060-003,817,1181,1038
HUA-060-004,557,880,769
HUA-060-005,364,542,499
HUA-060-006,259,372,322
HUA-060-007,717,1024,884
HUA-060-008,321,502,422
HUA-060-009,388,488,429
HUA-060-010,602,866,741
HUA-060-011,1146,1575,1344
HUA-060-012,126,155,141
HUA-060-013,366,546,434
HUA-060-014,375,518,385
HUA-060-015,259,297,241
HUA-070-001,393,511,505
HUA-070-002,606,815,754
HUA-070-003,424,600,531
HUA-070-004,476,642,587
HUA-070-005,493,694,624
HUA-070-006,211,293,249
HUA-070-007,347,523,422
HUA-070-008,210,319,240
HUA-070-009,164,210,188
HUA-070-010,201,316,230
HUA-070-011,391,632,520
HUA-070-012,406,600,542
HUA-070-013,335,523,458
HUA-070-014,366,562,493
HUA-080-001,725,1101,893
HUA-080-002,282,386,327
HUA-080-003,152,198,159
HUA-080-004,319,453,364
HUA-080-005,283,456,318
HUA-090-001,899,1215,1091
HUA-090-002,799,1110,1056
HUA-090-003,241,339,282
HUA-090-004,490,597,548
HUA-090-005,269,371,340
HUA-090-006,427,606,501
HUA-090-007,348,580,422
HUA-090-008,118,238,181
HUA-090-009,378,560,436
HUA-090-010,399,596,485
HUA-090-011,302,421,317
HUA-100-001,230,331,254
HUA-100-002,489,702,564
HUA-100-003,249,479,339
HUA-100-004,281,393,299
HUA-100-005,484,667,607
HUA-100-006,182,284,239
HUA-100-007,372,589,515
HUA-100-008,163,255,210
HUA-100-009,610,869,817
HUA-100-010,179,303,254
HUA-100-011,287,416,333
HUA-100-012,227,349,283
HUA-100-013,273,444,353
HUA-110-001,550,893,814
HUA-110-002,682,1128,1017
HUA-110-003,680,1049,1092
HUA-110-004,411,740,675
HUA-110-005,412,757,668
HUA-110-006,379,705,658
HUA-110-007,717,1130,1043
HUA-110-008,352,590,561
HUA-110-009,520,861,749
HUA-120-001,449,727,664
HUA-120-002,219,365,327
HUA-120-003,311,489,448
HUA-120-004,282,446,380
HUA-120-005,384,745,631
HUA-120-006,446,729,626
HUA-130-001,178,389,299
HUA-130-002,371,698,550
HUA-130-003,223,474,420
HUA-130-004,241,478,372
HUA-130-005,326,722,589
HUA-130-006,323,649,504
PEN-010-002,231,257,182
PEN-010-003,260,310,321
PEN-010-004,251,318,308
PEN-010-005,379,548,523
PEN-010-006,445,605,573
PEN-010-007,395,466,428
PEN-010-008,881,1124,1210
PEN-010-009,1806,2278,2412
PEN-010-010,545,674,697
PEN-010-011,2277,3180,3295
PEN-010-012,1099,1476,1487
PEN-010-013,542,827,832
PEN-010-014,2765,2901,2956
PEN-010-015,1285,1790,1730
PEN-010-016,1207,1798,1807
PEN-010-017,754,993,827
PEN-010-018,257,406,347
PEN-010-019,344,480,430
PEN-010-020,944,1406,1388
PEN-010-021,146,245,208
PEN-010-022,751,1104,1004
PEN-010-023,218,322,293
PEN-010-024,369,561,507
PEN-010-025,389,540,484
PEN-010-026,207,288,297
PEN-010-027,620,998,912
PEN-010-028,916,1405,1270
PEN-010-029,111,139,112
PEN-010-030,139,228,204
PEN-010-031,453,718,642
PEN-010-032,493,824,722
PEN-010-033,286,419,337
PEN-010-034,109,173,155
PEN-020-001,435,637,604
PEN-020-002,146,207,196
PEN-020-003,100,137,130
PEN-020-004,114,175,139
PEN-020-005,275,387,357
PEN-020-006,123,184,167
PEN-020-007,292,412,380
PEN-020-008,239,367,286
PEN-020-009,292,375,361
PEN-020-010,51,73,74
PEN-020-011,88,111,110
PEN-020-012,97,164,142
PEN-020-013,311,388,215
PEN-020-014,109,155,141
PEN-020-015,334,435,450
PEN-020-016,111,157,124
PEN-020-017,28,45,63
PEN-020-018,321,444,417
PEN-020-019,399,619,588
PEN-020-020,272,373,324
PEN-020-021,622,992,1013
PEN-020-022,296,447,361
PEN-030-001,199,310,294
PEN-030-002,232,397,328
PEN-030-003,34,59,52
PEN-030-004,44,71,67
PEN-030-005,133,172,168
PEN-030-006,92,124,119
PEN-030-007,70,90,102
PEN-030-008,608,953,882
PEN-030-009,122,164,139
PEN-030-010,315,402,374
PEN-030-011,278,450,407
PEN-030-012,525,840,730
PEN-030-013,406,658,606
PEN-030-014,81,149,101
PEN-030-015,85,140,140
PEN-040-001,108,168,149
PEN-040-002,165,254,221
PEN-040-003,90,163,156
PEN-040-004,347,504,454
PEN-040-005,261,389,389
PEN-040-006,64,95,72
PEN-040-007,263,331,343
PEN-040-008,100,102,109
PEN-040-009,251,342,290
PEN-040-010,491,757,708
PEN-040-011,766,1214,1149
PEN-050-001,309,419,318
PEN-050-002,185,235,230
PEN-050-003,133,174,119
PEN-050-004,164,203,196
PEN-050-005,610,837,759
PEN-050-006,192,315,284
PEN-050-007,102,145,98
PEN-050-008,164,145,115
PEN-050-009,130,185,167
PEN-060-001,119,138,143
PEN-060-002,235,343,278
PEN-060-003,264,338,328
PEN-060-004,160,207,168
PEN-060-005,130,195,177
PEN-060-006,383,670,629
KEE-010-001,425,425,451
KEE-010-002,662,798,740
KEE-010-003,484,554,579
KEE-010-004,527,638,678
KEE-010-005,672,732,751
KEE-010-006,615,789,742
KEE-010-007,652,841,750
KEE-010-008,463,560,544
KEE-010-009,562,651,634
KEE-010-010,1144,1372,1326
KEE-010-011,643,781,788
KEE-010-012,986,1251,1201
KEE-010-013,956,1244,1145
KEE-010-014,650,830,728
KEE-010-015,575,808,692
KEE-010-016,813,1187,1025
KEE-010-017,515,664,609
KEE-010-018,627,883,775
KEE-010-019,639,972,819
KEE-010-020,619,831,765
KEE-010-021,230,336,302
KEE-010-022,2425,2917,2823
KEE-010-023,1046,1266,1084
KEE-010-024,526,646,583
KEE-010-025,2676,2698,2931
KEE-010-026,2129,2946,2867
KEE-020-001,1683,2347,2207
KEE-020-002,1089,1370,1383
KEE-020-003,1656,2189,2186
KEE-020-004,950,1109,1231
KEE-020-005,1000,1315,1312
KEE-020-006,664,904,941
KEE-020-007,440,624,484
KEE-020-008,1037,1347,1195
KEE-020-009,1906,2474,2350
KEE-020-010,1499,2128,2095
KEE-020-011,923,1271,1200
KEE-020-012,176,296,223
KEE-020-013,147,173,137
KEE-020-014,159,213,162
KEE-020-015,850,953,918
KEE-020-016,261,292,241
KEE-020-017,949,1189,1254
KEE-020-018,2462,3544,3580
KEE-020-019,1612,2282,2276
KEE-020-020,1005,1461,1339
KEE-030-001,674,866,845
KEE-030-002,318,404,362
KEE-030-003,310,383,364
KEE-030-004,1659,2125,2099
KEE-030-005,1103,1427,1448
KEE-030-006,1339,1726,1689
KEE-030-007,1184,1527,1429
KEE-030-008,1082,1446,1454
KEE-030-009,193,293,239
KEE-030-010,1957,2706,2628
KEE-030-011,248,332,238
KEE-030-012,2290,2986,2997
KEE-030-013,2372,2946,2873
KEE-040-001,996,1302,1422
KEE-040-002,613,769,914
KEE-040-003,974,1138,1351
KEE-040-004,1097,1326,1512
KEE-040-005,1402,1673,1959
KEE-040-006,1029,1106,1382
KEE-040-007,533,660,702
KEE-040-008,611,735,768
KEE-040-009,489,568,559
KEE-040-010,739,886,963
KEE-040-011,369,462,426
KEE-040-012,478,586,578
KEE-040-013,1233,1522,1400
KEE-040-014,344,495,429
KEE-040-015,626,795,729
KEE-040-016,386,467,424
KEE-040-017,865,1013,1011
KEE-040-018,424,520,478
KEE-040-019,495,518,483
KEE-040-020,488,507,487
KEE-040-021,387,449,430
KEE-040-022,468,625,543
KEE-040-023,479,681,604
KEE-040-024,1396,1641,1688
KEE-040-025,401,398,389
KEE-040-026,288,309,322
KEE-040-027,442,467,423
KEE-040-028,328,343,367
KEE-040-029,1232,1471,1393
KEE-050-001,391,444,404
KEE-050-002,508,598,580
KEE-050-003,362,447,454
KEE-050-004,440,578,554
KEE-050-005,401,504,473
KEE-050-006,663,786,755
KEE-050-007,345,492,426
KEE-050-008,619,758,692
KEE-050-009,517,641,617
KEE-050-010,658,825,806
KEE-050-011,803,1132,1016
KEE-050-012,722,1023,886
KEE-050-013,662,793,662
KEE-050-014,314,431,357
KEE-050-015,409,560,490
KEE-050-016,360,441,401
KEE-050-017,446,550,521
KEE-050-018,432,559,538
KEE-050-019,736,978,895
KEE-050-020,2353,3189,3309
KEE-050-021,2450,3212,3229
KEE-050-022,1661,2254,2225
KEE-050-023,261,306,276
KEE-050-024,2775,3868,3762
KEE-060-001,588,746,696
KEE-060-002,503,653,616
KEE-060-003,635,849,771
KEE-060-004,528,678,648
KEE-060-005,428,571,545
KEE-060-006,863,1316,1198
KEE-060-007,849,1180,1144
KEE-060-008,1488,1955,1862
KEE-060-009,388,504,522
KEE-060-010,281,336,339
KEE-060-011,1792,2343,2327
KEE-060-012,675,927,878
KEE-060-013,2353,3047,2864
KEE-060-014,1702,2281,2186
KEE-060-015,1419,1681,1684
KEE-060-016,2145,3018,3092
KEE-060-017,1595,2076,2138
KEE-060-018,1695,2210,2367
KEE-060-019,1256,1666,1735
KEE-060-020,1559,1912,1745
KEE-060-021,2016,2595,2683
KEE-060-022,1565,1922,2089
KEE-060-023,2137,2595,2632
KEE-060-024,1530,1679,2020
KEE-060-025,1981,2311,2493
KEE-070-001,579,642,751
KEE-070-002,608,737,739
KEE-070-003,451,506,518
KEE-070-004,1139,1325,1387
KEE-070-005,368,465,449
KEE-070-006,794,932,804
KEE-070-007,337,375,371
KEE-070-008,745,968,859
KEE-070-009,785,919,889
KEE-070-010,741,869,922
KEE-070-011,1081,1306,1357
KEE-070-012,828,1069,1067
KEE-070-013,1618,2002,1988
KEE-070-014,1306,1580,1596
KEE-070-015,535,747,724
KEE-070-016,1807,2239,2259
KEE-070-017,1452,1922,1853
KEE-070-018,1497,1782,1938
KEE-070-019,1067,1489,1402
KEE-070-020,2767,3666,3677
HSZ-010-001,343,403,419
HSZ-010-002,676,791,797
HSZ-010-003,430,559,520
HSZ-010-004,277,317,302
HSZ-010-005,305,403,376
HSZ-010-006,164,194,213
HSZ-010-007,324,386,420
HSZ-010-008,256,327,335
HSZ-010-009,361,461,445
HSZ-010-010,315,452,435
HSZ-010-011,826,915,713
HSZ-010-012,278,348,381
HSZ-010-013,1533,2019,2238
HSZ-010-014,1286,1822,1843
HSZ-010-015,616,876,882
HSZ-010-016,2477,3281,3330
HSZ-010-017,907,1118,1251
HSZ-010-018,2077,2800,3150
HSZ-010-019,2017,2811,3111
HSZ-010-020,2257,3015,3422
HSZ-010-021,1914,2721,2768
HSZ-010-022,1116,1594,1615
HSZ-010-023,931,1437,1472
HSZ-010-024,2308,2956,3137
HSZ-010-025,2180,2433,2732
HSZ-010-026,3049,4317,4669
HSZ-010-027,1577,2297,2379
HSZ-010-028,1389,2024,2193
HSZ-010-029,1247,1803,1790
HSZ-010-030,2099,2900,2977
HSZ-010-031,2309,3557,3466
HSZ-010-032,622,750,747
HSZ-010-033,1633,2070,2155
HSZ-010-035,452,593,586
HSZ-010-036,1779,2254,2224
HSZ-010-037,1008,1345,1350
HSZ-010-038,980,1909,1808
HSZ-010-039,1136,2114,2015
HSZ-010-040,716,1369,1251
HSZ-010-041,1571,2141,2019
HSZ-010-042,1994,2566,2572
HSZ-010-043,4221,5339,5337
HSZ-010-044,2011,2963,2985
HSZ-010-045,2526,3331,3268
HSZ-010-046,1895,2844,2934
HSZ-010-047,2812,4516,4548
HSZ-010-048,1048,1541,1597
HSZ-010-049,1447,2092,2140
HSZ-010-050,2230,3222,3515
HSZ-010-051,1010,1260,1427
HSZ-010-052,1388,2072,2141
HSZ-010-053,2139,2730,2823
HSZ-020-001,211,294,233
HSZ-020-002,346,412,433
HSZ-020-003,341,450,434
HSZ-020-004,213,270,281
HSZ-020-005,495,665,649
HSZ-020-006,275,302,320
HSZ-020-007,745,897,965
HSZ-020-008,426,546,585
HSZ-020-009,292,347,318
HSZ-020-010,404,493,557
HSZ-020-011,302,390,395
HSZ-020-012,654,888,880
HSZ-020-013,631,879,926
HSZ-020-014,2035,2966,3061
HSZ-020-015,1345,1691,1793
HSZ-020-016,1634,2277,2375
HSZ-020-017,872,1280,1377
HSZ-020-018,598,1018,971
HSZ-020-019,1574,2258,2422
HSZ-020-020,306,581,533
HSZ-020-021,1147,1580,1711
HSZ-020-022,2411,3508,3797
HSZ-020-023,2236,2607,2883
HSZ-020-024,2253,3218,3105
HSZ-020-025,218,361,298
HSZ-020-026,1009,1474,1430
HSZ-020-027,590,817,806
HSZ-020-028,1389,1856,1845
HSZ-020-029,1431,1950,1983
HSZ-020-030,2247,2840,3016
HSZ-020-031,1766,2238,2350
HSZ-020-032,2114,3355,2971
HSZ-020-033,1220,1654,1704
HSZ-020-034,1463,2405,2327
HSZ-020-035,162,198,154
HSZ-020-036,1996,2843,2995
HSZ-020-037,2292,3368,3557
HSZ-020-038,1696,2836,2994
HSZ-020-039,2040,2436,2422
HSZ-020-040,2140,2857,3123
HSZ-020-041,2474,3446,3607
HSZ-020-042,3127,3757,4128
HSZ-020-043,820,1378,1324
HSZ-020-044,809,784,988
HSZ-030-001,811,1446,1303
HSZ-030-002,1918,3354,3238
HSZ-030-003,870,1401,1412
HSZ-030-004,840,1368,1249
HSZ-030-005,683,1312,1256
HSZ-030-006,1306,2008,1807
HSZ-030-007,1055,1685,1682
HSZ-030-008,1645,2201,2276
HSZ-030-009,2132,2589,2679
HSZ-030-010,1612,2161,2038
HSZ-030-011,1204,1851,1717
HSZ-030-012,1551,2486,2514
HSZ-030-013,1070,1734,1701
HSZ-030-014,403,742,627
HSZ-030-015,713,1263,1168
HSZ-030-016,835,1428,1312
HSZ-030-017,337,556,504
HSZ-030-018,270,529,470
HSZ-030-019,283,483,446
HSZ-030-020,660,1073,980
HSZ-030-021,1542,2655,2678
HSZ-030-022,517,932,803
HSZ-030-023,287,557,491
HSZ-030-024,1763,2345,2358
CYI-010-001,1675,2405,2468
CYI-010-002,1381,2108,2147
CYI-010-003,1316,1805,1999
CYI-010-004,1491,1992,2145
CYI-010-005,898,1378,1450
CYI-010-034,1849,2378,2632
CYI-010-035,1758,2422,2670
CYI-010-036,1559,2369,2446
CYI-010-037,1124,1303,1597
CYI-010-038,861,1085,1171
CYI-010-039,1993,2509,2903
CYI-010-041,689,1013,1033
CYI-010-042,400,671,633
CYI-010-043,1243,1698,1801
CYI-010-044,1045,1307,1303
CYI-010-045,930,1200,1213
CYI-010-046,632,831,808
CYI-010-047,787,997,953
CYI-010-048,637,863,830
CYI-010-049,1493,1936,2021
CYI-010-050,921,1263,1290
CYI-010-051,1004,1490,1511
CYI-010-052,1187,1553,1565
CYI-010-053,925,1467,1452
CYI-010-054,1617,2268,2377
CYI-010-055,1532,2218,2321
CYI-010-056,1014,1321,1396
CYI-010-057,981,1213,1106
CYI-010-058,894,1216,1168
CYI-010-059,974,1207,1282
CYI-010-060,943,1069,1181
CYI-010-061,954,1026,1246
CYI-010-062,1051,1347,1393
CYI-010-063,1201,1753,1909
CYI-010-064,1112,1494,1543
CYI-010-065,1029,1215,1346
CYI-010-066,1679,2122,2377
CYI-010-067,855,1164,1234
CYI-010-068,1201,1815,1755
CYI-020-001,352,537,506
CYI-020-002,854,1239,1309
CYI-020-003,1021,1467,1448
CYI-020-005,901,1309,1242
CYI-020-009,1785,2458,2504
CYI-020-010,1666,2593,2650
CYI-020-011,1343,1773,1935
CYI-020-012,1026,1649,1527
CYI-020-013,594,957,869
CYI-020-014,458,687,607
CYI-020-015,782,1232,1175
CYI-020-016,1765,2244,2403
CYI-020-017,1253,1776,1818
CYI-020-018,1521,1889,2011
CYI-020-019,1250,1870,1943
CYI-020-020,637,988,906
CYI-020-021,2728,3716,3858
CYI-020-022,923,1268,1291
CYI-020-031,986,1261,1160
CYI-020-045,784,988,1069
CYI-020-046,911,1303,1262
CYI-020-047,2486,3550,3852
CYI-020-048,2481,3509,3614
CYI-020-049,1686,2844,2897
CYI-020-050,1614,2210,2352
CYI-020-051,879,1113,1213
CYI-020-052,845,960,1081
CYI-020-053,2133,3225,3195
CYI-020-054,723,810,840
CYI-020-055,709,915,1021
CYI-020-056,927,1152,1167
CYI-020-057,833,1048,1134
CYI-020-058,1139,1313,1383
CYI-020-059,1114,1401,1367
